,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,PTV
5243,14 Wattletree Avenue St Leonards VIC 3223,380.0,"[-38.1702184, 144.7132966]",3,1,2,House,Neville Richards Drysdale,3223,[429.11899802]
5244,3/12 Mariners Street St Leonards VIC 3223,450.0,"[-38.1669701, 144.7140761]",3,2,2,House,Neville Richards Drysdale,3223,[561.52402492]
5245,13 Mueller Street Portarlington VIC 3223,415.0,"[-38.1202155, 144.6361672]",3,1,2,House,Stockdale & Leggo Bellarine,3223,"[192.40923593, 201.46948554, 677.38905709]"
5246,5 Lincoln Drive Portarlington VIC 3223,450.0,"[-38.1175587, 144.6437098]",3,1,2,House,Stockdale & Leggo Bellarine,3223,"[130.44587053, 384.40068521, 410.07132353]"
5247,7 Devenish Way St Leonards VIC 3223,450.0,"[-38.1813089, 144.7028914]",3,2,1,House,Hodges Ocean Grove,3223,[1765.32938186]
5248,10-12 Franzel Avenue Portarlington VIC 3223,800.0,"[-38.1130496, 144.6474211]",3,2,3,House,Neville Richards Drysdale,3223,"[218.87282373, 224.03635285, 428.29025354]"
5249,6 Flinders Road St Leonards VIC 3223,440.0,"[-38.1749562, 144.7018877]",5,1,2,House,LJ Hooker St Leonards,3223,[1491.91392075]
5250,53 Harrington Tce St Leonards VIC 3223,470.0,"[-38.1813078, 144.7028916]",4,2,2,House,Just Realty Bellarine,3223,[1765.19048146]
5251,360 The Esplanade Indented Head VIC 3223,360.0,"[-38.1475936, 144.7175003]",3,2,0,House,Neville Richards Drysdale,3223,[]
5252,120 Pearl Bay Passage St Leonards VIC 3223,0.0,"[-38.18741869999999, 144.70708]",4,2,2,House,Bellarine Property Pty Ltd,3223,[]
5253,14 Drysdale Street Portarlington VIC 3223,400.0,"[-38.1147854, 144.6584969]",4,1,1,House,Neville Richards Drysdale,3223,"[356.53942577, 361.45250956, 461.25356202]"
5254,181 The Esplanade Indented Head VIC 3223,600.0,"[-38.123154, 144.6942969]",6,3,2,House,LJ Hooker St Leonards,3223,[]
5255,56 Drysdale Street Portarlington VIC 3223,380.0,"[-38.1153977, 144.6638552]",3,1,2,House,Neville Richards Drysdale,3223,"[580.61458969, 588.93813019, 931.83498321]"
5256,32b Bluff Road St Leonards VIC 3223,700.0,"[-38.176195, 144.7162172]",4,2,1,Duplex,Stockdale & Leggo Bellarine,3223,[611.41260134]
5257,13 Findlay Avenue St Leonards VIC 3223,470.0,"[-38.1813687, 144.7053798]",4,2,2,House,Bellarine Property Pty Ltd,3223,[1611.65041447]
5258,13 Doongarra Avenue St Leonards VIC 3223,1000.0,"[-38.1682816, 144.7093505]",3,1,0,House,LJ Hooker St Leonards,3223,[821.29243896]
5259,3/84-110 Smythe Street Portarlington VIC 3223,1200.0,"[-38.1209242, 144.6521696]",2,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5260,4/84-110 Smythe Street Portarlington VIC 3223,1200.0,"[-38.1209242, 144.6521696]",2,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5261,380 Tower Road Portarlington VIC 3223,1750.0,"[-38.12717290000001, 144.6716102]",0,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[1563.54165429, 1566.30696102]"
5262,Hall/90-110 Smythe Street Portarlington VIC 3223,50.0,"[-38.1209242, 144.6521696]",0,2,1,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5263,335 The Esplanade Indented Head VIC 3223,3775.0,"[-38.1439923, 144.7147899]",4,3,0,House,LJ Hooker St Leonards,3223,[]
5264,5 Dunstan Street St Leonards VIC 3223,1050.0,"[-38.1719411, 144.7086311]",3,2,0,House,LJ Hooker St Leonards,3223,[839.41489665]
5265,10/90-110 Smythe Street Portarlington VIC 3223,1500.0,"[-38.1209242, 144.6521696]",3,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5266,9/90-110 Smythe Street Portarlington VIC 3223,1500.0,"[-38.1209242, 144.6521696]",3,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5267,4 Walpole Avenue Indented Head VIC 3223,2000.0,"[-38.1337289, 144.7044686]",3,2,2,House,LJ Hooker St Leonards,3223,[]
5268,19 Walpole Avenue Indented Head VIC 3223,1200.0,"[-38.1336473, 144.7061689]",3,1,1,House,LJ Hooker St Leonards,3223,[]
5269,8/90-110 Smythe Street Portarlington VIC 3223,1750.0,"[-38.1209242, 144.6521696]",2,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5270,7/90-110 Smythe Street Portarlington VIC 3223,1750.0,"[-38.1209242, 144.6521696]",2,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5271,6/90-110 Smythe Street Portarlington VIC 3223,1750.0,"[-38.1209242, 144.6521696]",2,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5272,5/90-110 Smythe Street Portarlington VIC 3223,1750.0,"[-38.1209242, 144.6521696]",2,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5273,2/90-110 Smythe Street Portarlington VIC 3223,1200.0,"[-38.1209242, 144.6521696]",2,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5274,1/90-110 Smythe Street Portarlington VIC 3223,1200.0,"[-38.1209242, 144.6521696]",2,1,0,Apartment / Unit / Flat,LJ Hooker St Leonards,3223,"[605.5937485, 613.91162249, 663.1594496]"
5275,6 Headland Drive Leopold VIC 3224,480.0,"[-38.2017839, 144.4574503]",4,2,2,House,Hodges Geelong,3224,[]
5276,8 Saxbee Way Leopold VIC 3224,440.0,"[-38.1822683, 144.4583207]",4,2,2,House,McGrath Geelong | Newtown,3224,[]
5277,26 Yeoman Crescent Leopold VIC 3224,440.0,"[-38.1809883, 144.4803726]",3,2,1,House,Buxton Leopold Pty Ltd,3224,[]
5278,12 Everglade Street Leopold VIC 3224,460.0,"[-38.2015259, 144.458113]",3,2,2,House,Barnett Real Estate,3224,[]
5279,2 Glendale Drive Leopold VIC 3224,470.0,"[-38.1823883, 144.4593757]",3,2,2,House,Hayeswinckle Drysdale,3224,[]
5280,44 Ferguson Road Leopold VIC 3224,550.0,"[-38.1929374, 144.4620684]",4,3,2,House,Hayeswinckle East Geelong,3224,[]
5281,17 Kombi Road Leopold VIC 3224,520.0,"[-38.1981238, 144.457322]",4,2,2,House,Buxton Leopold Pty Ltd,3224,[]
5282,17 Woodleigh Close Leopold VIC 3224,450.0,"[-38.1899481, 144.4645936]",3,2,2,House,Compton Green Geelong,3224,[]
5283,1-9 Whitehorse Road Moolap VIC 3224,750.0,"[-38.1727555, 144.4399205]",4,2,5,House,Geelong Residential,3224,[]
5284,21 Murnong street Leopold VIC 3224,460.0,"[-38.1911336, 144.4733772]",4,2,2,House,Reventon Residential,3224,[]
5285,13 Tidal Street Leopold VIC 3224,450.0,"[-38.2017468, 144.4605718]",3,2,2,House,Release Property Management,3224,[]
5286,34 Anzac Avenue Leopold VIC 3224,400.0,"[-38.1938805, 144.4689534]",3,1,4,House,Release Property Management,3224,[]
5287,52 Jordan Road Point Lonsdale VIC 3225,550.0,"[-38.2755887, 144.6115731]",3,2,2,House,Kerleys Coastal Real Estate,3225,[]
5288,32 Winterley Road Point Lonsdale VIC 3225,450.0,"[-38.2867264, 144.6104148]",2,1,1,House,Kerleys Coastal Real Estate,3225,[]
5289,3 Lawrence Road Point Lonsdale VIC 3225,390.0,"[-38.2748776, 144.6177852]",3,1,0,House,Kerleys Coastal Real Estate,3225,[]
5290,3 Beach Close Point Lonsdale VIC 3225,650.0,"[-38.2711067, 144.6212128]",3,2,2,House,RT Edgar Ocean Grove,3225,[]
5291,16 Ocean Road Point Lonsdale VIC 3225,485.0,"[-38.2892135, 144.6116588]",3,1,0,House,Kerleys Coastal Real Estate,3225,[]
5292,76 Kirk Road Point Lonsdale VIC 3225,500.0,"[-38.2818335, 144.6074605]",3,2,2,House,Kerleys Coastal Real Estate,3225,[]
5293,14 Aguna Street Point Lonsdale VIC 3225,595.0,"[-38.2646636, 144.6104888]",3,2,2,House,Kerleys Coastal Real Estate,3225,[]
5294,16 Flinders Street Queenscliff VIC 3225,0.0,"[-38.2707931, 144.6518378]",3,1,2,House,RT Edgar Ocean Grove,3225,"[1629.95694715, 1680.09908263]"
5295,2/73 Bellarine Highway Point Lonsdale VIC 3225,600.0,"[-38.2718562, 144.6236979]",4,2,2,Townhouse,Maxwell Collins Real Estate,3225,[]
5296,25A Flinders Street Queenscliff VIC 3225,1500.0,"[-38.2711542, 144.6513737]",5,2,3,House,Upper East Side Real Estate,3225,"[1682.63623079, 1733.39198569]"
5297,27 The Parade Ocean Grove VIC 3226,500.0,"[-38.2651781, 144.5175495]",3,2,2,House,RT Edgar Ocean Grove,3226,[]
5298,26 Raven Close Ocean Grove VIC 3226,360.0,"[-38.2609463, 144.5237973]",3,1,0,House,RT Edgar Ocean Grove,3226,[]
5299,1/86 Orton Street Ocean Grove VIC 3226,420.0,"[-38.2698602, 144.5239685]",2,1,1,Apartment / Unit / Flat,Pavilion Property,3226,[]
5300,4 Green Court Ocean Grove VIC 3226,470.0,"[-38.2664962, 144.5497348]",3,1,2,House,RT Edgar Ocean Grove,3226,[]
5301,1/56 Orton Street Ocean Grove VIC 3226,480.0,"[-38.269409, 144.5327394]",2,2,1,Townhouse,Barry Plant - Geelong,3226,[]
5302,11 Riviera Crescent Ocean Grove VIC 3226,575.0,"[-38.2577918, 144.5127143]",4,2,2,House,Fletchers Bellarine,3226,[]
5303,20 Sweetman Parade Ocean Grove VIC 3226,460.0,"[-38.2699413, 144.5142975]",3,1,1,House,Bellarine Property Pty Ltd,3226,[]
5304,1/100 The Parade Ocean Grove VIC 3226,530.0,"[-38.2672305, 144.5257659]",2,2,1,Apartment / Unit / Flat,RT Edgar Ocean Grove,3226,[]
5305,66 Omega Dr Ocean Grove VIC 3226,490.0,"[-38.2390903, 144.547231]",3,2,2,House,Bellarine Property Pty Ltd,3226,[]
5306,23 Trevally Drive Ocean Grove VIC 3226,530.0,"[-38.2653237, 144.537167]",3,2,2,House,McGrath Yarraville,3226,[]
5307,93 Oakdean Blvd Ocean Grove VIC 3226,650.0,"[-38.2506989, 144.5552722]",4,2,2,House,Hodges Ocean Grove,3226,[]
5308,68 Tuckfield Street Ocean Grove VIC 3226,0.0,"[-38.2640776, 144.533983]",3,1,1,House,RT Edgar Ocean Grove,3226,[]
5309,11 Presidents Avenue Ocean Grove VIC 3226,0.0,"[-38.2575978, 144.5252951]",4,1,2,House,Pavilion Property,3226,[]
5310,1/87 Orton Street Ocean Grove VIC 3226,0.0,"[-38.269328, 144.5240984]",3,2,1,Townhouse,RT Edgar Ocean Grove,3226,[]
5311,39 Hocking Drive Ocean Grove VIC 3226,0.0,"[-38.2486945, 144.5519801]",4,2,2,House,Bellarine Property Pty Ltd,3226,[]
5312,2/98-100 Devlins Road Ocean Grove VIC 3226,530.0,"[-38.2398558, 144.5484082]",3,2,2,House,Kerleys Coastal Real Estate,3226,[]
5313,8 Wilkinson Ct Ocean Grove VIC 3226,0.0,"[-38.2601245, 144.5324075]",2,1,1,House,Bellarine Property Pty Ltd,3226,[]
5314,8 Birchgrove Street Ocean Grove VIC 3226,550.0,"[-38.2424507, 144.5433002]",4,2,2,House,Bellarine Property Pty Ltd,3226,[]
5315,75 Lake Ave Ocean Grove VIC 3226,750.0,"[-38.2602672, 144.5139124]",4,2,2,House,Hodges Ocean Grove,3226,[]
5316,100 Oakdean Boulevard Ocean Grove VIC 3226,0.0,"[-38.2506989, 144.5552722]",4,2,2,House,Bellarine Property Pty Ltd,3226,[]
5317,39B The Avenue Ocean Grove VIC 3226,0.0,"[-38.2648185, 144.5187883]",3,2,1,House,RT Edgar Ocean Grove,3226,[]
5318,53 Cuthbertson Drive Ocean Grove VIC 3226,650.0,"[-38.260512, 144.5197457]",3,2,2,House,Pavilion Property,3226,[]
5319,3 Highview Court Ocean Grove VIC 3226,0.0,"[-38.26656680000001, 144.5405958]",5,2,2,House,Pavilion Property,3226,[]
5320,9 Limestone Way Ocean Grove VIC 3226,530.0,"[-38.2496762, 144.5564988]",4,2,2,House,Compton Green Geelong,3226,[]
5321,1/6 Markham Drive Ocean Grove VIC 3226,545.0,"[-38.2488158, 144.5482152]",3,2,2,Townhouse,RT Edgar Ocean Grove,3226,[]
5322,1/106 Asbury Street East Ocean Grove VIC 3226,600.0,"[-38.2637124, 144.5267837]",3,2,1,House,Bellarine Property Pty Ltd,3226,[]
5323,10 Trader Street Ocean Grove VIC 3226,500.0,"[-38.2379952, 144.5429626]",4,2,2,House,Bellarine Property Pty Ltd,3226,[]
5324,16 Tomatin Street Ocean Grove VIC 3226,595.0,"[-38.2408422, 144.5411134]",4,2,2,House,Bellarine Property Pty Ltd,3226,[]
5325,2/4 Karri Close Ocean Grove VIC 3226,0.0,"[-38.2629951, 144.5303445]",2,1,1,Apartment / Unit / Flat,Hayden Real Estate Ocean Grove,3226,[]
5326,11 Abalone Court Ocean Grove VIC 3226,0.0,"[-38.2619905, 144.5410025]",3,2,2,House,Hayden Real Estate Ocean Grove,3226,[]
5327,2/50 Fraser Crescent Ocean Grove VIC 3226,0.0,"[-38.2585001, 144.5165471]",2,2,1,Townhouse,Hayden Real Estate Ocean Grove,3226,[]
5328,85 Asbury Street Ocean Grove VIC 3226,0.0,"[-38.2633933, 144.5245675]",2,2,1,House,RT Edgar Ocean Grove,3226,[]
5329,5/19 Lake Avenue Ocean Grove VIC 3226,310.0,"[-38.2577017, 144.5094695]",1,1,1,Apartment / Unit / Flat,propertyowners.com.au,3226,[]
5330,12 Heron Cres Barwon Heads VIC 3227,570.0,"[-38.2663912, 144.4927559]",3,1,0,House,Bellarine Property Pty Ltd,3227,[]
5331,5 Chanticleer Place Barwon Heads VIC 3227,650.0,"[-38.2746563, 144.4874729]",4,2,2,House,Bellarine Property Pty Ltd,3227,[]
5332,7 Newbay Cl Barwon Heads VIC 3227,620.0,"[-38.2663262, 144.489184]",3,2,2,House,Bellarine Property Pty Ltd,3227,[]
5333,12 Taits Road Barwon Heads VIC 3227,600.0,"[-38.2678698, 144.4984242]",3,2,2,House,RT Edgar Ocean Grove,3227,[]
5334,93 Hitchcock Ave Barwon Heads VIC 3227,595.0,"[-38.2774877, 144.4920928]",3,1,0,House,Bellarine Property Pty Ltd,3227,[]
5335,11a Hogan Dr Barwon Heads VIC 3227,520.0,"[-38.2786543, 144.4861897]",2,1,0,House,Bellarine Property Pty Ltd,3227,[]
5336,33 Wattle Bird Crescent Barwon Heads VIC 3227,650.0,"[-38.2654734, 144.4923495]",3,2,1,House,Bellarine Property Pty Ltd,3227,[]
5337,40 Belchers Lane Connewarre VIC 3227,995.0,"[-38.2491124, 144.4321999]",4,2,1,House,Bellarine Property Pty Ltd,3227,[]
5338,52 Sheepwash Road Barwon Heads VIC 3227,0.0,"[-38.2689451, 144.489805]",5,2,0,House,Bellarine Property Pty Ltd,3227,[]
5339,2 Bostock Avenue Barwon Heads VIC 3227,700.0,"[-38.2847007, 144.4885458]",3,1,1,House,Bellarine Property Pty Ltd,3227,[]
5340,1/38 Reid Street Barwon Heads VIC 3227,675.0,"[-38.2788102, 144.4891346]",3,1,1,Townhouse,Bellarine Property Pty Ltd,3227,[]
5341,1 Sheepwash Road Barwon Heads VIC 3227,750.0,"[-38.2738371, 144.488443]",3,2,0,House,Bellarine Property Pty Ltd,3227,[]
5342,12 Heron Crescent Barwon Heads VIC 3227,600.0,"[-38.2663912, 144.4927559]",3,1,1,House,Bellarine Property Pty Ltd,3227,[]
5343,14 Ozone Road Barwon Heads VIC 3227,795.0,"[-38.2782553, 144.4914939]",4,2,0,House,Bellarine Property Pty Ltd,3227,[]
5344,4/77 Hitchcock Avenue Barwon Heads VIC 3227,950.0,"[-38.278744, 144.491935]",3,2,2,Townhouse,Bellarine Property Pty Ltd,3227,[]
5345,1/18 Bridge Road Barwon Heads VIC 3227,0.0,"[-38.2817194, 144.4879435]",3,2,1,Townhouse,RT Edgar Ocean Grove,3227,[]
5346,91 Carr Street Barwon Heads VIC 3227,0.0,"[-38.2669175, 144.4974236]",4,2,2,House,RT Edgar Ocean Grove,3227,[]
5347,8 Mooroopna Court Barwon Heads VIC 3227,900.0,"[-38.2759101, 144.4843718]",4,2,2,House,propertyowners.com.au,3227,[]
5348,33 Gleneagles Close Torquay VIC 3228,1500.0,"[-38.3098533, 144.350174]",4,3,4,House,Torquay Links Property,3228,[]
5349,1/22 Rocklea Drive Torquay VIC 3228,490.0,"[-38.3311122, 144.3138183]",2,1,1,Townhouse,McCartney Real Estate,3228,"[288.72454876, 357.071977, 367.52898952]"
5350,16 Cantala Drive Jan Juc VIC 3228,500.0,"[-38.3513796, 144.295512]",3,2,2,House,Torquay Links Property,3228,"[1061.42738412, 1553.10277657, 1654.63097031]"
5351,24 Dupree Street Torquay VIC 3228,650.0,"[-38.3095211, 144.3237386]",4,2,2,House,McCartney Real Estate,3228,"[345.24662594, 410.86651908, 1550.73114554]"
5352,10 Suffolk Drive Bellbrae VIC 3228,1350.0,"[-38.3141963, 144.2739761]",5,2,2,House,Hayden Real Estate - Torquay,3228,[]
5353,3/37 Bristol Rd Torquay VIC 3228,420.0,"[-38.33184139999999, 144.3219046]",2,1,0,Apartment / Unit / Flat,Hayden Real Estate - Torquay,3228,"[160.3615259, 191.79520703, 354.19307057]"
5354,19 Alleyne Ave Torquay VIC 3228,625.0,"[-38.3327097, 144.3131381]",3,1,2,House,Hayden Real Estate - Torquay,3228,"[399.89170707, 469.26017275, 527.73910007]"
5355,7 Attunga Drive Torquay VIC 3228,520.0,"[-38.3249814, 144.313821]",3,2,1,House,McCartney Real Estate,3228,"[445.27569355, 452.6175341, 515.64097406]"
5356,76 Beach Road Torquay VIC 3228,600.0,"[-38.3258561, 144.3183883]",3,1,2,Townhouse,McCartney Real Estate,3228,"[311.0075006, 332.67867676, 345.49138963]"
5357,2/12-14 Pacific Drive Torquay VIC 3228,650.0,"[-38.31149600000001, 144.3404815]",4,2,2,Townhouse,McCartney Real Estate,3228,"[1819.05623346, 1848.34487822]"
5358,21 Sands Boulevard Torquay VIC 3228,830.0,"[-38.3111122, 144.3528152]",4,3,2,House,McCartney Real Estate,3228,[]
5359,147 Merrijig Drive Torquay VIC 3228,680.0,"[-38.3088992, 144.3339925]",4,2,2,House,Belle Property Geelong,3228,"[1219.87141122, 1232.9554466]"
5360,4 Ozan Crescent Jan Juc VIC 3228,500.0,"[-38.3422121, 144.2967069]",3,1,0,House,Belle Property Geelong,3228,"[638.06527701, 875.32139996, 887.03540988]"
5361,1306 Horseshoe Bend Rd Torquay VIC 3228,570.0,"[-38.3151112, 144.3381114]",3,2,2,House,O'Callaghan Real Estate Pty Ltd trading as One Agency Surf Coast,3228,"[1745.94026865, 1805.55955829, 1937.50102646]"
5362,3/16 Pimelea Way Torquay VIC 3228,510.0,"[-38.3234304, 144.3167615]",2,2,1,House,O'Callaghan Real Estate Pty Ltd trading as One Agency Surf Coast,3228,"[135.79467231, 147.73464031, 590.11494513]"
5363,36 Pomora Avenue Torquay VIC 3228,500.0,"[-38.3146224, 144.3324758]",3,2,2,House,HallSullivan Estate Agents,3228,"[1287.26989091, 1361.77128246, 1547.60182749]"
5364,3/12 Lahinch Mews Torquay VIC 3228,620.0,"[-38.3081874, 144.3530829]",3,2,2,Townhouse,Ferris Gold,3228,[]
5365,2/71 Geelong Road Torquay VIC 3228,420.0,"[-38.32496820000001, 144.3169799]",2,1,1,Townhouse,O'Callaghan Real Estate Pty Ltd trading as One Agency Surf Coast,3228,"[245.30494839, 263.12574597, 418.44597439]"
5366,3/71 Geelong Road Torquay VIC 3228,430.0,"[-38.324963, 144.316948]",2,1,1,Apartment / Unit / Flat,Belle Property Geelong,3228,"[246.23829821, 263.62373976, 419.19866911]"
5367,28 Hibbertia Street Torquay VIC 3228,740.0,"[-38.3074958, 144.3371964]",4,2,2,House,Ferris Gold,3228,"[1499.38911038, 1502.15228902]"
5368,181 Merrijig Drive Torquay VIC 3228,1000.0,"[-38.3097341, 144.3381528]",4,3,2,House,Ferris Gold,3228,"[1589.47716026, 1607.12200611]"
5369,10 Links Drive Torquay VIC 3228,1200.0,"[-38.30915460000001, 144.3487971]",4,3,3,House,Ferris Gold,3228,[]
5370,8/124 Merrijig Drive Torquay VIC 3228,300.0,"[-38.3085303, 144.3288387]",1,1,0,Studio,O'Callaghan Real Estate Pty Ltd trading as One Agency Surf Coast,3228,"[768.03885713, 781.72196622, 1839.0963164]"
5371,2 Gabba Court Anglesea VIC 3230,590.0,"[-38.4057161, 144.1805047]",3,1,1,House,Great Ocean Road Real Estate Anglesea,3230,"[632.80668824, 645.51867583, 709.65607936]"
5372,11 Diggers Parade Anglesea VIC 3230,1000.0,"[-38.4088317, 144.1852774]",4,2,2,House,Hayden Real Estate - Anglesea,3230,"[96.63106631, 113.09975659, 555.77349247]"
5373,32 SCENIC DRIVE Apollo Bay VIC 3233,1000.0,"[-38.74665299999999, 143.6661686]",5,4,2,House,Property Now,3233,"[888.08777826, 903.10111889, 970.28514278]"
5374,2/20-22 Murray St. Apollo Bay VIC 3233,500.0,"[-38.7509246, 143.666539]",2,1,1,Apartment / Unit / Flat,Smyth Real Estate Apollo Bay,3233,"[436.5509878, 452.89116969, 1280.90297277]"
5375,4/181 Great Ocean Road Apollo Bay VIC 3233,400.0,"[-38.7520871, 143.6685957]",3,2,2,Townhouse,Smyth Real Estate Apollo Bay,3233,"[251.80045954, 265.8886672, 1295.48443898]"
5376,72 McLachlan Street Apollo Bay VIC 3233,200.0,"[-38.7543919, 143.6648543]",4,1,2,House,Smyth Real Estate Apollo Bay,3233,"[365.72417557, 377.08691154, 1680.62324326]"
5377,4 Ocean Park Drive Marengo VIC 3233,300.0,"[-38.7718952, 143.661724]",5,2,2,House,Smyth Real Estate Apollo Bay,3233,[]
5378,7 Karlson Street Skenes Creek VIC 3233,3850.0,"[-38.7250418, 143.7078696]",3,2,4,House,Smyth Real Estate Apollo Bay,3233,"[192.39841826, 221.09785446]"
5379,2 Seaview Drive Apollo Bay VIC 3233,300.0,"[-38.7428786, 143.6702793]",3,2,0,House,Smyth Real Estate Apollo Bay,3233,"[459.88484827, 460.52846243, 464.47659736]"
5380,45 Murray Square Apollo Bay VIC 3233,180.0,"[-38.7510048, 143.6616654]",3,1,2,House,Smyth Real Estate Apollo Bay,3233,"[741.07273913, 757.07877326, 1576.97683168]"
5381,2/112 McLachlan Street Apollo Bay VIC 3233,320.0,"[-38.7508139, 143.6656941]",4,2,3,House,Smyth Real Estate Apollo Bay,3233,"[487.47145333, 504.12250391, 1316.56140776]"
5382,4 Seaview Drive Apollo Bay VIC 3233,280.0,"[-38.7430396, 143.6702503]",4,2,0,House,Smyth Real Estate Apollo Bay,3233,"[467.79711676, 468.72401268, 472.18659998]"
5383,91 Grant St Forrest VIC 3236,0.0,"[-38.5256123, 143.7137635]",2,1,2,House,Casey McDonald Realty,3236,[]
5384,80 Moomowroong Road Carlisle River VIC 3239,450.0,"[-38.5662982, 143.3929485]",3,1,2,House,Colac To Coast Real Estate,3239,[]
5385,4 Jordyn Cl Winchelsea VIC 3241,440.0,"[-38.2336108, 144.0017001]",3,1,1,House,Richardson Real Estate Colac,3241,[1731.93430416]
5386,37 Batson Street Winchelsea VIC 3241,500.0,"[-38.2463585, 143.9934377]",4,2,2,House,McCartney Real Estate,3241,[1089.07451565]
5387,32 Waterloo Plains Crescent Winchelsea VIC 3241,500.0,"[-38.2494019, 143.9807553]",4,2,2,House,McCartney Real Estate,3241,[1055.82694149]
5388,35 Main Street Winchelsea VIC 3241,395.0,"[-38.24382020000001, 143.9892214]",3,1,1,House,Stockdale & Leggo South Barwon,3241,[625.01692234]
5389,33 Barry Street Birregurra VIC 3242,430.0,"[-38.335719, 143.788569]",3,1,1,House,Ray White Colac,3242,"[453.13864724, 483.34313048, 832.53643208]"
