,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,PTV
4404,78 Marriage Rd Brighton East VIC 3187,1000.0,"[-37.9199591, 145.0172807]",4,2,1,House,Mayfair Property Management,3187,"[449.0551569, 456.9631962, 497.05552748]"
4405,647 Hawthorn Road Brighton East VIC 3187,990.0,"[-37.9036566, 145.0190954]",4,2,1,House,Ray White Oakleigh,3187,"[31.372214370000002, 64.48967007, 145.4807835]"
4406,5 Lucas Street Brighton East VIC 3187,1049.0,"[-37.9223246, 145.0063451]",3,2,2,House,Hodges Real Estate Brighton,3187,"[789.97591165, 802.11196941, 821.85777962]"
4407,7B Carr Street Brighton East VIC 3187,1190.0,"[-37.9274776, 145.0276779]",3,2,2,Townhouse,Buxton Real Estate Brighton,3187,"[498.45325986, 507.79285676, 539.10202937]"
4408,54 Marriage Road Brighton East VIC 3187,820.0,"[-37.9195634, 145.0137506]",4,3,2,House,Kay & Burton Bayside Brighton,3187,"[457.20079808, 500.02254631, 587.20751974]"
4409,2A Granter Street Brighton East VIC 3187,525.0,"[-37.9092707, 145.0171891]",2,1,1,House,Marshall White Stonnington,3187,"[73.92830795, 106.6241118, 108.28315597]"
4410,33 Landcox Street Brighton East VIC 3187,1195.0,"[-37.9050458, 145.0144825]",4,3,2,House,Marshall White Stonnington,3187,"[352.41759174, 361.80518555, 368.04853641]"
4411,4/16 Clive Street Brighton East VIC 3187,370.0,"[-37.9143493, 145.0194978]",2,1,0,Apartment / Unit / Flat,Beck & Small Property,3187,"[203.43363507, 232.12951897, 240.35229208]"
4412,238B Were Street Brighton East VIC 3187,1700.0,"[-37.9276055, 145.0145686]",3,3,2,Townhouse,Hodges Real Estate Brighton,3187,"[355.35955955, 364.11866435, 378.09868792]"
4413,24 Studley Road Brighton East VIC 3187,995.0,"[-37.9296247, 145.0251604]",4,3,4,House,Kay & Burton Bayside Brighton,3187,"[236.02381925, 262.5793223, 276.76205483]"
4414,2/14 Palmer Avenue Brighton East VIC 3187,370.0,"[-37.9113139, 145.0152789]",2,1,1,Apartment / Unit / Flat,Biggin & Scott Elsternwick,3187,"[184.81993387, 198.53688911, 303.56156475]"
4415,19B Grant Street Brighton East VIC 3187,1390.0,"[-37.9131627, 145.0089079]",4,3,3,Townhouse,Buxton Real Estate Brighton,3187,"[168.73066379, 181.01088473, 194.16829559]"
4416,700 Hawthorn Road Brighton East VIC 3187,590.0,"[-37.9087809, 145.017539]",3,1,1,House,Buxton St Kilda,3187,"[18.15531799, 47.64205688, 68.31592327]"
4417,1/120 Thomas Street Brighton East VIC 3187,630.0,"[-37.907888, 145.025167]",3,1,1,House,Hodges Real Estate Bentleigh,3187,"[164.40715806, 177.52732268, 357.00181093]"
4418,14 Mackie Grove Brighton East VIC 3187,1700.0,"[-37.9082205, 145.0202942]",4,3,3,House,Jellis Craig Brighton,3187,"[182.41610946, 190.3085458, 207.88439934]"
4419,140 Dendy Street Brighton East VIC 3187,1750.0,"[-37.921372, 145.0083913]",5,3,2,House,Marshall White Stonnington,3187,"[723.25103692, 737.92680152, 784.95525894]"
4420,3/4 Landcox Street Brighton East VIC 3187,400.0,"[-37.9076033, 145.014874]",2,2,2,Apartment / Unit / Flat,Besser & Co. Estate Agents,3187,"[283.85300567, 289.31284148, 306.46110026]"
4421,31 Primrose Crescent Brighton East VIC 3187,520.0,"[-37.9130307, 145.0144825]",2,1,2,House,Cayzer Real Estate Albert Park,3187,"[177.53395783, 184.42219618, 252.35457933]"
4422,41 Glencairn Avenue Brighton East VIC 3187,675.0,"[-37.9275717, 145.0190888]",4,2,3,House,Jellis Craig Brighton,3187,"[405.28867779, 419.99620363, 475.61295425]"
4423,16 Valdemar Court Brighton East VIC 3187,950.0,"[-37.928349, 145.0278286]",5,3,3,House,Beck & Small Property,3187,"[407.84642371, 410.70405939, 442.12256404]"
4424,13/123 Dendy Street Brighton East VIC 3187,440.0,"[-37.9207295, 145.0069278]",2,1,1,Apartment / Unit / Flat,Beck & Small Property,3187,"[663.90046944, 677.65553837, 723.43267124]"
4425,29 Canberra Grove Brighton East VIC 3187,1390.0,"[-37.926174, 145.0103499]",5,3,4,House,Buxton Real Estate Brighton,3187,"[411.16454114, 442.25953968, 454.6281749]"
4426,10 Stradbroke Avenue Brighton East VIC 3187,625.0,"[-37.9124201, 145.0162027]",3,2,2,House,Beck & Small Property,3187,"[168.89463285, 182.22867379, 187.62711579]"
4427,6B Centre Road Brighton East VIC 3187,1345.0,"[-37.9149958, 145.0078102]",4,3,2,Townhouse,Buxton Real Estate Brighton,3187,"[50.13777148, 53.49405855, 113.77902048]"
4428,18 Rogers Avenue Brighton East VIC 3187,460.0,"[-37.9116091, 145.0193094]",2,1,1,House,Buxton Real Estate Brighton,3187,"[167.66225085, 182.47073865, 314.27857461]"
4429,8 St Finbars Crescent Brighton East VIC 3187,1995.0,"[-37.9169, 145.0147997]",5,2,2,House,Marshall White Stonnington,3187,"[207.77522255, 223.6314191, 318.23093413]"
4430,3 Bown Court Brighton East VIC 3187,1450.0,"[-37.9182554, 145.0151067]",5,3,2,House,Hodges Real Estate Brighton,3187,"[313.26116812, 348.94181136, 403.2269223]"
4431,1/4 Tatong Road Brighton East VIC 3187,800.0,"[-37.9297473, 145.0306591]",3,2,2,Townhouse,REOM Real Estate of Melbourne,3187,"[321.71167061, 349.65332901, 375.89482181]"
4432,5 Mackie Grove Brighton East VIC 3187,800.0,"[-37.9085484, 145.0196485]",4,2,3,House,Hodges Caulfield,3187,"[117.43359016, 124.28266194, 148.63883278]"
4433,2/6 Bright Street Brighton East VIC 3187,700.0,"[-37.915983, 145.007915]",3,1,2,Townhouse,Nelson Alexander Kew,3187,"[130.86295034, 144.04125511, 213.17532964]"
4434,7 Arnold Rd Brighton East VIC 3187,950.0,"[-37.9304973, 145.0233079]",4,2,4,House,Nick Johnstone Real Estate,3187,"[135.78454429, 157.17987145, 175.81371497]"
4435,15 Plunket Street Brighton East VIC 3187,800.0,"[-37.9200485, 145.0141596]",3,2,2,House,JP Dixon Real Estate Brighton,3187,"[515.05605765, 527.57558347, 598.87416377]"
4436,2B Parklands Crescent Brighton East VIC 3187,1400.0,"[-37.9159403, 145.0226836]",4,3,2,Townhouse,REOM Real Estate of Melbourne,3187,"[103.96295134, 188.65110497, 249.6283066]"
4437,15 Dumaresq St Brighton East VIC 3187,995.0,"[-37.9303903, 145.0276133]",4,2,2,House,Nick Johnstone Real Estate,3187,"[186.31100106, 190.72277737, 216.97876107]"
4438,1/2 Howell Street Brighton East VIC 3187,970.0,"[-37.9112026, 145.0168212]",3,2,2,Townhouse,Century 21 On Centre,3187,"[49.75142613, 62.64766497, 281.85328784]"
4439,112 South Rd Brighton East VIC 3187,0.0,"[-37.9298083, 145.0054858]",4,2,2,House,Nick Johnstone Real Estate,3187,"[82.77052558, 149.99798256, 179.42149147]"
4440,G05/18 Railway Crescent Hampton VIC 3188,750.0,"[-37.938668, 145.0011519]",2,2,1,Apartment / Unit / Flat,Maison Aust,3188,"[59.70515264, 67.91288234, 72.43916922]"
4441,11/290 South Road Hampton East VIC 3188,400.0,"[-37.932722, 145.027227]",2,1,1,Apartment / Unit / Flat,Belle Property Sandringham,3188,"[73.07587371, 97.74938652, 112.82316686]"
4442,8 Gillies St Hampton VIC 3188,800.0,"[-37.9406337, 145.0069923]",3,1,2,House,Hodges Real Estate Sandringham,3188,"[553.2448717, 555.75103574, 559.8163249]"
4443,11B Olive St Hampton VIC 3188,1500.0,"[-37.9326791, 145.0200144]",4,2,2,House,Hodges Real Estate Sandringham,3188,"[152.82214311, 168.67122482, 222.12981996]"
4444,5/522 Bluff Road Hampton VIC 3188,500.0,"[-37.9362647, 145.0245134]",2,1,2,Apartment / Unit / Flat,Buxton Real Estate Bentleigh,3188,"[99.66443399, 118.0053866, 184.83357609]"
4445,104/427 Hampton Street Hampton VIC 3188,500.0,"[-37.93459550000001, 145.0027142]",2,1,1,Apartment / Unit / Flat,Hodges Real Estate Sandringham,3188,"[36.33412081, 189.83679998, 200.56480138]"
4446,3/83 Fewster Road Hampton VIC 3188,635.0,"[-37.9386689, 145.0221455]",2,1,2,Townhouse,Belle Property Sandringham,3188,"[145.31451435, 168.07642035, 272.83505996]"
4447,10/520 Hampton Street Hampton VIC 3188,425.0,"[-37.934169, 145.003331]",1,1,1,Apartment / Unit / Flat,Buxton Real Estate Sandringham,3188,"[87.086234, 124.72482586, 137.20420808]"
4448,8 Banks Avenue Hampton VIC 3188,770.0,"[-37.9431777, 145.0123967]",3,1,1,House,Belle Property Sandringham,3188,"[899.80457224, 920.38908352, 951.82163985]"
4449,149 Ludstone Street Hampton VIC 3188,845.0,"[-37.9347164, 145.0193043]",4,3,2,House,Hodges Real Estate Sandringham,3188,"[69.21251261, 114.84413628, 195.35390315]"
4450,4/519 Hampton St Hampton VIC 3188,480.0,"[-37.9318257, 145.0031614]",2,1,1,Apartment / Unit / Flat,Hodges Real Estate Sandringham,3188,"[135.70463732, 150.13045852, 304.11390774]"
4451,38 Barnett Street Hampton VIC 3188,750.0,"[-37.9347161, 145.0190888]",3,1,2,House,Buxton Real Estate Sandringham,3188,"[85.08725197, 132.86879326, 176.49173875]"
4452,1 Bronte Court Hampton VIC 3188,3000.0,"[-37.9399869, 145.0199068]",4,4,2,House,Belle Property South Melbourne,3188,"[312.27953054, 313.6423786, 383.54840928]"
4453,71B Orlando Street Hampton VIC 3188,1500.0,"[-37.93645009999999, 144.9982116]",3,2,2,Townhouse,Belle Property Mentone,3188,"[299.71734486, 304.00769648, 341.18602542]"
4454,108/514 Hampton Street Hampton VIC 3188,455.0,"[-37.934328, 145.003285]",1,1,1,Apartment / Unit / Flat,Pitard Group,3188,"[69.46588962, 142.78626235, 155.30710558]"
4455,17 Katoomba Street Hampton East VIC 3188,1100.0,"[-37.9361604, 145.0346316]",5,3,4,House,Jellis Craig Brighton,3188,"[79.24517404, 91.2826813, 216.74639224]"
4456,7/54 Fewster Road Hampton VIC 3188,455.0,"[-37.9392576, 145.019261]",2,1,1,Apartment / Unit / Flat,Buxton Real Estate Brighton,3188,"[398.90591237, 401.87540557, 407.12638955]"
4457,3 Porter Street Hampton VIC 3188,900.0,"[-37.941685, 145.020045]",4,3,2,Townhouse,Hodges Real Estate Sandringham,3188,"[272.30105571, 293.25233554, 308.48413778]"
4458,5 Evans Avenue Hampton East VIC 3188,580.0,"[-37.9436781, 145.037775]",4,1,2,House,Belle Property Sandringham,3188,"[114.65319007, 134.95054122, 236.75359107]"
4459,1/21 Roydon Street Hampton East VIC 3188,370.0,"[-37.9349865, 145.0268168]",2,1,1,Apartment / Unit / Flat,Buxton Hampton East,3188,"[271.77979321, 279.28937562, 309.60922736]"
4460,10 Margarita St Hampton VIC 3188,3000.0,"[-37.9302634, 145.0000624]",5,4,2,House,Nick Johnstone Real Estate,3188,"[339.76514044, 439.27015328, 451.64517363]"
4461,15/18-20 Fewster Street Hampton VIC 3188,350.0,"[-37.9385534, 145.014173]",1,1,0,Apartment / Unit / Flat,OBrien Real Estate Keysborough,3188,"[472.09015314, 477.12473597, 492.18621004]"
4462,13/95 Highett Road Hampton VIC 3188,475.0,"[-37.9461509, 145.0214782]",2,1,2,Apartment / Unit / Flat,Longview Real Estate,3188,"[114.10690809, 172.26496302, 213.99191202]"
4463,2/16B Katoomba Street Hampton East VIC 3188,530.0,"[-37.9346841, 145.0347393]",2,2,1,Townhouse,Buxton Hampton East,3188,"[129.11147923, 160.06914609, 171.31033103]"
4464,51 Charming Street Hampton East VIC 3188,1000.0,"[-37.9350367, 145.0323926]",4,2,2,House,Buxton Hampton East,3188,"[144.08900532, 162.37608104, 337.94678039]"
4465,11/12 Bartlett Street Hampton East VIC 3188,350.0,"[-37.9368738, 145.0322204]",2,1,1,Apartment / Unit / Flat,Century 21 On Centre,3188,"[163.27268935, 170.66642625, 366.57621571]"
4466,467A Hampton Street Hampton VIC 3188,520.0,"[-37.9335531, 145.0029893]",3,1,2,Apartment / Unit / Flat,Buxton Hampton East,3188,"[84.01136797, 90.48167659, 147.59598453]"
4467,311/2 Willis Lane Hampton VIC 3188,360.0,"[-37.937572, 145.001661]",1,1,1,Apartment / Unit / Flat,Buxton Hampton East,3188,"[23.85855451, 31.67084127, 59.70756567]"
4468,120 Ludstone St Hampton VIC 3188,630.0,"[-37.9348383, 145.0163336]",3,2,2,House,Ray White Moorabbin,3188,"[55.87310221, 70.81041988, 161.38338441]"
4469,5/298 South Road Hampton East VIC 3188,465.0,"[-37.93269799999999, 145.0280224]",2,1,1,Apartment / Unit / Flat,Buxton Hampton East,3188,"[42.10422478, 72.47102843, 160.6701725]"
4470,45 Charming Street Hampton East VIC 3188,750.0,"[-37.93497079999999, 145.0318759]",3,2,3,House,Harcourts First,3188,"[185.48884342, 202.25680963, 308.01241287]"
4471,36 Nepean Avenue Hampton East VIC 3188,350.0,"[-37.9332224, 145.0295164]",2,1,1,Apartment / Unit / Flat,Buxton Hampton East,3188,"[82.88708628, 173.28815799, 190.01438414]"
4472,4/3 Littlewood Street Hampton VIC 3188,1100.0,"[-37.9341066, 145.0040348]",3,2,1,House,Seascape RE,3188,"[115.02760217, 129.50702032, 130.62805836]"
4473,2a Leonard Street Hampton East VIC 3188,1000.0,"[-37.9380905, 145.0307564]",4,2,2,House,Mint Property Management,3188,"[335.51540585, 348.07377411, 356.94099007]"
4474,536 Bluff Road Hampton VIC 3188,410.0,"[-37.9351654, 145.0244217]",4,1,2,House,LJ Hooker Springvale,3188,"[69.30685124, 70.66981954, 299.63467366]"
4475,114 Thomas Street Hampton VIC 3188,695.0,"[-37.9398878, 145.0134924]",3,1,2,House,Visser Estate Agents,3188,"[620.69762472, 626.53603441, 650.91622767]"
4476,52 Sargood Street Hampton VIC 3188,1950.0,"[-37.9427326, 145.0114045]",4,3,2,House,APG ESTATE,3188,"[953.03228819, 976.26611127, 984.34734449]"
4477,23 Hamer Street Moorabbin VIC 3189,725.0,"[-37.9427187, 145.0444066]",4,2,2,House,Marshall White Stonnington,3189,"[307.55159993, 311.93178666, 376.71912648]"
4478,402/6 Station St Moorabbin VIC 3189,440.0,"[-37.9353034, 145.0372681]",2,1,1,Apartment / Unit / Flat,Ray White Moorabbin,3189,"[34.90935271, 41.17335793, 101.07389846]"
4479,412/6 Station Street Moorabbin VIC 3189,420.0,"[-37.9353034, 145.0372681]",2,1,1,Apartment / Unit / Flat,Ray White Moorabbin,3189,"[34.90935271, 41.17335793, 101.07389846]"
4480,19 Central Ave Moorabbin VIC 3189,525.0,"[-37.93505080000001, 145.0399065]",3,1,2,House,Ray White Moorabbin,3189,"[137.24895468, 172.0073339, 265.42084608]"
4481,1/17 Central Ave Moorabbin VIC 3189,485.0,"[-37.9350735, 145.0397392]",2,1,2,Apartment / Unit / Flat,Ray White Moorabbin,3189,"[140.47902912, 173.86435629, 250.52803928]"
4482,26 Franklin Street Moorabbin VIC 3189,590.0,"[-37.9372389, 145.0540534]",3,1,0,House,Ray White Mordialloc,3189,"[474.26153138, 483.96957137, 572.49184564]"
4483,205/6 Station St Moorabbin VIC 3189,430.0,"[-37.9353034, 145.0372681]",2,1,1,House,Ray White Rowville,3189,"[34.90935271, 41.17335793, 101.07389846]"
4484,1/17 Baker Street Moorabbin VIC 3189,450.0,"[-37.935487, 145.048514]",2,1,2,Apartment / Unit / Flat,Century 21 On Centre,3189,"[52.90088301, 74.39360104, 258.39706101]"
4485,1/1 Franklin St Moorabbin VIC 3189,650.0,"[-37.9399743, 145.0531997]",4,1,3,House,Ray White Moorabbin,3189,"[457.85281305, 461.49309084, 470.46864833]"
4486,21 Central Avenue Moorabbin VIC 3189,490.0,"[-37.9350472, 145.0400572]",2,1,2,House,Century 21 On Centre,3189,"[137.53094721, 173.25283477, 278.60985799]"
4487,1/42 Clay Street Moorabbin VIC 3189,700.0,"[-37.9362384, 145.0466945]",4,2,1,Apartment / Unit / Flat,Jellis Craig Bentleigh,3189,"[208.8595242, 227.16253153, 228.30095341]"
4488,16A Baker Street Moorabbin VIC 3189,590.0,"[-37.9358414, 145.0486778]",3,1,2,Townhouse,Buxton Hampton East,3189,"[52.42470181, 116.16121734, 239.02011398]"
4489,7/121 Chapel Road Moorabbin VIC 3189,500.0,"[-37.9352415, 145.0489392]",2,2,2,Apartment / Unit / Flat,Woodards Oakleigh,3189,"[34.50471492, 72.47409246, 278.89656005]"
4490,2/42 Clay Street Moorabbin VIC 3189,500.0,"[-37.9362384, 145.0466945]",3,1,0,Apartment / Unit / Flat,Jellis Craig Bentleigh,3189,"[208.8595242, 227.16253153, 228.30095341]"
4491,1057B Nepean Highway Moorabbin VIC 3189,485.0,"[-37.94141760000001, 145.0410994]",4,1,0,House,Buxton Hampton East,3189,"[418.0117364, 422.76037328, 500.83992387]"
4492,18 Marrbridge Road Moorabbin VIC 3189,500.0,"[-37.9406381, 145.059575]",3,1,2,House,Jellis Craig Bentleigh,3189,"[736.89833027, 762.05813884, 774.5589011]"
4493,29 Dactyl Road Moorabbin VIC 3189,0.0,"[-37.9390408, 145.0426004]",4,2,2,House,Jellis Craig Bentleigh,3189,"[510.14275248, 520.09975392, 538.32425081]"
4494,30 Healey St Moorabbin VIC 3189,490.0,"[-37.935288, 145.0406601]",4,1,2,House,Coad Real Estate,3189,"[176.80174064, 213.82674027, 272.74479]"
4495,4/235 Wickham Road Moorabbin VIC 3189,560.0,"[-37.9460531, 145.0517708]",2,2,1,Townhouse,Coronis Casey,3189,"[26.94266352, 89.59056279, 190.56185375]"
4496,2/15 Karen Street Highett VIC 3190,390.0,"[-37.956633, 145.054974]",2,1,2,Apartment / Unit / Flat,Buxton Real Estate Bentleigh,3190,"[177.46316823, 193.10716463, 200.4988058]"
4497,3/21 Tibrockney Street Highett VIC 3190,360.0,"[-37.952781, 145.033476]",2,1,1,Apartment / Unit / Flat,Ray White Oakleigh,3190,"[288.33921709, 290.43902989, 318.25213228]"
4498,105/20 Station Street Highett VIC 3190,500.0,"[-37.9501032, 145.0437176]",2,2,1,Apartment / Unit / Flat,Marshall White Stonnington,3190,"[172.85070716, 236.24087244, 244.97712003]"
4499,209/20 Station Street Highett VIC 3190,550.0,"[-37.9501032, 145.0437176]",2,2,1,Apartment / Unit / Flat,Marshall White Stonnington,3190,"[172.85070716, 236.24087244, 244.97712003]"
4500,31A Tweed St Highett VIC 3190,740.0,"[-37.9443563, 145.0299778]",3,2,2,House,Hodges Real Estate Sandringham,3190,"[77.60149487, 154.06408743, 210.89913228]"
4501,G04/12 Major Street Highett VIC 3190,480.0,"[-37.9473096, 145.0401003]",2,2,1,Apartment / Unit / Flat,Motion Property,3190,"[122.69381418, 125.04262667, 156.82906692]"
4502,13 Middleton Street Highett VIC 3190,600.0,"[-37.9511797, 145.0389376]",3,1,6,House,Belle Property Sandringham,3190,"[324.59434162, 377.11352595, 398.87399636]"
4503,5 Donald St Highett VIC 3190,1000.0,"[-37.951569, 145.0376673]",4,2,2,House,Hodges Real Estate Sandringham,3190,"[392.41075583, 425.58602945, 459.24002694]"
4504,2/19 Mount View Road Highett VIC 3190,475.0,"[-37.95239249999999, 145.0545705]",2,2,2,Townhouse,Buxton Real Estate Mentone,3190,"[304.21508886, 318.22336732, 412.06925602]"
4505,239/284-286 Highett Road Highett VIC 3190,450.0,"[-37.9491326, 145.0410716]",2,2,1,Apartment / Unit / Flat,Jellis Craig Brighton,3190,"[54.72327336, 83.20227952, 104.38155721]"
4506,1/71 Chesterville Road Highett VIC 3190,415.0,"[-37.9558383, 145.0571975]",2,1,1,Apartment / Unit / Flat,Buxton Real Estate Mentone,3190,"[17.987741, 35.0345467, 299.5575202]"
4507,21 Karen Street Highett VIC 3190,525.0,"[-37.9564135, 145.0553455]",2,1,2,Townhouse,Buxton Real Estate Mentone,3190,"[189.34888172, 209.4860485, 217.94103141]"
4508,3/15 Worthing Road Highett VIC 3190,430.0,"[-37.946582, 145.038533]",2,1,1,Apartment / Unit / Flat,Hodges Mentone/Chelsea,3190,"[78.42708532, 105.29947981, 114.22640177]"
4509,61 Rowans Road Highett VIC 3190,460.0,"[-37.9475765, 145.0509956]",3,1,1,House,Barry Plant Bayside,3190,"[153.1728519, 170.90816537, 219.80118934]"
4510,10 Avoca Street Highett VIC 3190,490.0,"[-37.9540335, 145.0327371]",3,1,3,House,Buxton Hampton East,3190,"[137.2633147, 137.67897093, 251.03513241]"
4511,112/18-20 Station Street Highett VIC 3190,490.0,"[-37.9502125, 145.0437176]",2,1,1,Apartment / Unit / Flat,OBrien Real Estate Mentone,3190,"[181.11211867, 244.76037599, 254.19744333]"
4512,18 Enright Street Highett VIC 3190,720.0,"[-37.9551122, 145.0542991]",3,2,2,Townhouse,Buxton Hampton East,3190,"[285.20676857, 298.40245453, 299.95073844]"
4513,506/7B Remington Drive Highett VIC 3190,440.0,"[-37.9535917, 145.0474386]",1,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3190,"[130.07734991, 154.51003417, 237.9069001]"
4514,1/138 Highett Road Highett VIC 3190,450.0,"[-37.947074, 145.02624]",2,1,2,Apartment / Unit / Flat,Property Listings,3190,"[376.78152517, 393.50761907, 417.81340215]"
4515,14A Jackson Road Highett VIC 3190,950.0,"[-37.9543458, 145.0441913]",4,3,2,Townhouse,Buxton Hampton East,3190,"[269.69270483, 277.80140698, 305.88878925]"
4516,1/1142B Nepean Highway Highett VIC 3190,365.0,"[-37.9528794, 145.0481329]",1,1,1,Apartment / Unit / Flat,Ray White Cheltenham,3190,"[92.91930511, 99.12991273, 245.53608208]"
4517,106/1 Major St Highett VIC 3190,455.0,"[-37.9480668, 145.0394918]",2,2,1,House,Ray White Patterson Lakes,3190,"[90.62089104, 112.98801058, 136.54458234]"
4518,104/12 Major Street Highett VIC 3190,455.0,"[-37.9473096, 145.0401003]",2,2,1,Apartment / Unit / Flat,Buxton Hampton East,3190,"[122.69381418, 125.04262667, 156.82906692]"
4519,4/46 Tibrockney Street Highett VIC 3190,370.0,"[-37.9504158, 145.0349115]",2,1,1,Apartment / Unit / Flat,Buxton Real Estate Mentone,3190,"[285.13496782, 464.85175745, 480.45877941]"
4520,304/2A Major St Highett VIC 3190,560.0,"[-37.9482659, 145.039928]",2,2,2,Apartment / Unit / Flat,Greg Hocking Bayside Living ,3190,"[92.31408016, 134.16801122, 145.99545552]"
4521,8/2 Thistle Grove Highett VIC 3190,425.0,"[-37.950503, 145.042349]",2,1,1,Apartment / Unit / Flat,Thomas Wong Real Estate,3190,"[213.72855842, 232.24944177, 242.30520921]"
4522,104/7A Remington Drive Highett VIC 3190,680.0,"[-37.9535917, 145.0474386]",2,2,1,Apartment / Unit / Flat,Greg Hocking Bayside Living ,3190,"[130.07734991, 154.51003417, 237.9069001]"
4523,2/1173 Nepean Highway Highett VIC 3190,495.0,"[-37.9526095, 145.0491222]",2,1,2,Apartment / Unit / Flat,Eleven North Property Group,3190,"[73.0170336, 94.95295764, 235.28087913]"
4524,6/36 Edward Street Sandringham VIC 3191,410.0,"[-37.9613197, 145.0145335]",2,1,1,Apartment / Unit / Flat,Buxton Real Estate Sandringham,3191,"[405.44231366, 409.6498066, 442.55558509]"
4525,8/19-21 Abbott Street Sandringham VIC 3191,420.0,"[-37.9484679, 145.0030731]",1,1,1,Apartment / Unit / Flat,Buxton Real Estate Sandringham,3191,"[222.15337363, 223.68350926, 229.91655525]"
4526,10/39-41 Abbott Street Sandringham VIC 3191,450.0,"[-37.9488253, 145.0058122]",3,1,1,Apartment / Unit / Flat,Hodges Real Estate Sandringham,3191,"[188.34492301, 202.56503003, 203.47683226]"
4527,62 Sims Street Sandringham VIC 3191,790.0,"[-37.9539971, 145.0125453]",3,1,2,House,Buxton Real Estate Sandringham,3191,"[698.10691732, 715.63919247, 733.46930348]"
4528,34 Victoria Street Sandringham VIC 3191,1290.0,"[-37.956845, 145.015297]",3,2,2,House,Buxton Real Estate Sandringham,3191,"[407.80393726, 419.33967851, 489.38204228]"
4529,115/18 Station Street Sandringham VIC 3191,320.0,"[-37.9489764, 145.0042715]",1,1,1,Apartment / Unit / Flat,Buxton Real Estate Sandringham,3191,"[131.57040353, 137.66519216, 142.79264894]"
4530,2/91 Beach Road Sandringham VIC 3191,475.0,"[-37.9468638, 145.001246]",2,1,2,Apartment / Unit / Flat,Belle Property Sandringham,3191,"[458.99168149, 462.12404811, 467.14528826]"
4531,18 Kirkwood Avenue Sandringham VIC 3191,665.0,"[-37.9575979, 145.0134924]",3,1,0,House,Buxton Real Estate Sandringham,3191,"[567.62454867, 568.54216349, 571.59081398]"
4532,24 Dreadnought Street Sandringham VIC 3191,1800.0,"[-37.9527473, 145.0172376]",4,3,2,House,Belle Property Sandringham,3191,"[348.50582682, 357.29845632, 426.0084323]"
4533,4 Cowper Street Sandringham VIC 3191,2150.0,"[-37.95440749999999, 145.0067771]",4,2,2,House,Jellis Craig Brighton,3191,"[471.15445505, 506.05063921, 513.45109662]"
4534,3a Victoria Street Sandringham VIC 3191,835.0,"[-37.9560339, 145.0120456]",4,2,2,House,Buxton Real Estate Sandringham,3191,"[702.32610691, 718.31243465, 751.01314326]"
4535,70 Grange Road Sandringham VIC 3191,930.0,"[-37.9488895, 145.018809]",3,2,2,House,Buxton Real Estate Sandringham,3191,"[266.16837737, 285.57153585, 290.22008802]"
4536,335/220 Bay Road Sandringham VIC 3191,500.0,"[-37.9547902, 145.0251377]",1,1,2,Apartment / Unit / Flat,Barry Plant Bayside,3191,"[85.54649994, 116.69030389, 343.53328812]"
4537,"Penthouse 203, 6/Penthouse 203, 6 Fernhill Rd Sandringham VIC 3191",1200.0,"[-37.9539247, 145.0094279]",3,2,2,Apartment / Unit / Flat,Nick Johnstone Real Estate,3191,"[580.79161141, 601.55426696, 604.24311895]"
4538,322/218 Bay Road Sandringham VIC 3191,430.0,"[-37.9551906, 145.0244919]",2,2,1,Apartment / Unit / Flat,Ray White Southbank & Port Phillip,3191,"[157.66209927, 185.01996011, 349.20098461]"
4539,6/18-22 Abbott Street Sandringham VIC 3191,420.0,"[-37.9488388, 145.0033414]",2,1,1,Apartment / Unit / Flat,Nelson Alexander Fitzroy,3191,"[174.71645348, 176.36374346, 182.47737319]"
4540,Sandringham VIC 3191,265.0,"[-37.9533967, 145.0135139]",1,1,0,Apartment / Unit / Flat,Cubbi,3191,"[626.03019352, 637.71993648, 696.20978907]"
4541,Sandringham VIC 3191,290.0,"[-37.9533967, 145.0135139]",1,1,0,House,Cubbi,3191,"[626.03019352, 637.71993648, 696.20978907]"
4542,7/186 Bay Rd Sandringham VIC 3191,550.0,"[-37.9544828, 145.0194861]",2,1,1,Apartment / Unit / Flat,Ember Estate Agents,3191,"[87.89179693, 106.55382739, 290.67311212]"
4543,G02/252 Bay Road Sandringham VIC 3191,525.0,"[-37.9551209, 145.0292279]",2,2,1,Apartment / Unit / Flat,Spruce Real Estate,3191,"[40.76658587, 50.4548475, 220.96423763]"
4544,14/384-386 Bluff Road Sandringham VIC 3191,630.0,"[-37.9477288, 145.0229934]",3,2,1,Townhouse,Ironfish Real Estate Melbourne,3191,"[99.45343758, 126.41678913, 254.40601599]"
4545,2/23 Jean Street Cheltenham VIC 3192,550.0,"[-37.9608363, 145.0508664]",2,2,1,Townhouse,Maison Aust,3192,"[252.14734804, 261.83882554, 325.12608691]"
4546,1/307-309 Bay Road Cheltenham VIC 3192,550.0,"[-37.9554599, 145.036675]",2,1,2,Townhouse,Buxton Real Estate Brighton,3192,"[131.52395523, 143.47948676, 386.96587742]"
4547,286A Balcombe Rd Beaumaris VIC 3193,720.0,"[-37.9793744, 145.0508157]",3,2,1,House,Hodges Real Estate Sandringham,3193,"[49.82899386, 67.07850651, 272.44326897]"
