,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Closest_Park,Closest_Post_Office,Closest_Railway_Station,CBD_Distance
8155,6-8 Smithfield Court Keysborough VIC 3173,450.0,"[-37.9939965, 145.1619783]",3,1,2,House,Area Specialist Keysborough,3173,"{'distance': 279.8, 'duration': 55.8}","{'distance': 1546.6, 'duration': 204.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 37130.8, 'duration': 2128.9}"
8156,1/17 Henderson Road Keysborough VIC 3173,400.0,"[-37.9815793, 145.1634534]",2,1,1,Apartment / Unit / Flat,Area Specialist Keysborough,3173,"{'distance': 232.7, 'duration': 55.8}","{'distance': 1943.1, 'duration': 205.5}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 38286.1, 'duration': 2208.9}"
8157,7 Waitara Avenue Keysborough VIC 3173,410.0,"[-37.9852864, 145.1657181]",3,2,4,House,Barry Plant Noble Park,3173,"{'distance': 326.7, 'duration': 78.4}","{'distance': 1166.4, 'duration': 187.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 37880.7, 'duration': 2184.7}"
8158,11 Georgia Place Keysborough VIC 3173,635.0,"[-38.0024628, 145.1479738]",4,2,2,House,OBrien Real Estate Mentone,3173,"{'distance': 856.7, 'duration': 137.6}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 40948.4, 'duration': 2311.8}"
8159,28 Elmbank Drive Keysborough VIC 3173,430.0,"[-37.9885152, 145.1789586]",3,1,0,House,Hall & Partners First National Dandenong,3173,"{'distance': 226.0, 'duration': 54.2}","{'distance': 1127.7, 'duration': 143.5}","{'distance': 2701.4, 'duration': 268.5}","{'distance': 36254.9, 'duration': 2093.8}"
8160,17 Serpentine Road Keysborough VIC 3173,400.0,"[-37.9842581, 145.1531695]",3,1,2,House,Harcourts Asap Group,3173,"{'distance': 134.6, 'duration': 32.3}","{'distance': 2562.3, 'duration': 276.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 38870.4, 'duration': 2257.0}"
8161,15 Marriott Drive Keysborough VIC 3173,720.0,"[-38.0051357, 145.1438563]",5,2,2,House,Barry Plant Noble Park,3173,"{'distance': 627.3, 'duration': 131.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 41454.1, 'duration': 2369.5}"
8162,18/72 Stanley Road (enter via Church Road) Keysborough VIC 3173,500.0,"[-38.0042683, 145.1706992]",3,2,2,Apartment / Unit / Flat,Maitland Group,3173,"{'distance': 721.9, 'duration': 119.7}","{'distance': 2190.4, 'duration': 264.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 37766.7, 'duration': 2169.2}"
8163,5 Caledonian Court Keysborough VIC 3173,450.0,"[-37.983425, 145.1565329]",3,1,2,House,Makaidlan Real Estate,3173,"{'distance': 1008.4, 'duration': 183.2}","{'distance': 2433.7, 'duration': 253.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 38730.0, 'duration': 2232.3}"
8164,35 Sunnyvale Crescent Keysborough VIC 3173,535.0,"[-37.9964372, 145.1642949]",3,2,3,House,Care Property Management,3173,"{'distance': 92.9, 'duration': 17.0}","{'distance': 1507.5, 'duration': 225.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 37091.7, 'duration': 2149.4}"
8165,48 Narellan Drive Keysborough VIC 3173,400.0,"[-37.990148, 145.1698582]",3,2,1,House,Raine & Horne Springvale,3173,"{'distance': 909.6, 'duration': 187.1}","{'distance': 402.0, 'duration': 64.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 36644.0, 'duration': 2080.7}"
8166,12 Isaac Road Keysborough VIC 3173,550.0,"[-37.9840266, 145.1782469]",4,3,2,House,Platinum Real Estate,3173,"{'distance': 219.0, 'duration': 34.7}","{'distance': 1474.3, 'duration': 123.5}","{'distance': 2238.0, 'duration': 171.2}","{'distance': 36889.0, 'duration': 2075.5}"
8167,14 Sheffield Way Keysborough VIC 3173,625.0,"[-38.001862, 145.149264]",5,2,2,House,Aquire,3173,"{'distance': 427.6, 'duration': 54.9}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 40961.1, 'duration': 2303.6}"
8168,32 Jeffers Street Noble Park VIC 3174,395.0,"[-37.9651978, 145.1903894]",3,1,3,House,Ray White Oakleigh,3174,"{'distance': 907.3, 'duration': 106.7}","{'distance': 813.2, 'duration': 83.3}","{'distance': 1856.2, 'duration': 185.2}","{'distance': 32182.1, 'duration': 1843.5}"
8169,10/10 Larbert Road Noble Park VIC 3174,240.0,"[-37.95874939999999, 145.1745161]",1,1,1,Apartment / Unit / Flat,Ray White Oakleigh,3174,"{'distance': 1798.6, 'duration': 194.5}","{'distance': 1612.7, 'duration': 170.0}","{'distance': 1220.6, 'duration': 143.1}","{'distance': 31703.6, 'duration': 2003.2}"
8170,44 Chandler Road Noble Park VIC 3174,525.0,"[-37.9659857, 145.1870462]",3,1,2,House,Biggin & Scott Greater Dandenong,3174,"{'distance': 463.3, 'duration': 75.1}","{'distance': 95.2, 'duration': 10.7}","{'distance': 1138.1, 'duration': 112.6}","{'distance': 32635.5, 'duration': 1884.4}"
8171,15 Harrison Drive Noble Park VIC 3174,525.0,"[-37.9791539, 145.1913887]",4,2,2,Townhouse,Biggin & Scott Greater Dandenong,3174,"{'distance': 1414.4, 'duration': 158.4}","{'distance': 1678.0, 'duration': 158.9}","{'distance': 203.6, 'duration': 31.5}","{'distance': 34359.5, 'duration': 2049.6}"
8172,3/61 Bowmore Road Noble Park VIC 3174,450.0,"[-37.95577, 145.1771471]",3,2,1,Townhouse,Leyton Real Estate,3174,"{'distance': 62.5, 'duration': 4.5}","{'distance': 1923.2, 'duration': 166.4}","{'distance': 1531.1, 'duration': 139.5}","{'distance': 30779.3, 'duration': 1910.7}"
8173,5/2-4 Fintonia Road Noble Park VIC 3174,350.0,"[-37.9656876, 145.1843564]",2,1,1,Apartment / Unit / Flat,Buxton Real Estate Mentone,3174,"{'distance': 1001.8, 'duration': 127.0}","{'distance': 261.4, 'duration': 34.2}","{'distance': 923.5, 'duration': 101.8}","{'distance': 32992.0, 'duration': 1929.2}"
8174,4/21-23 Kelvinside Rd Noble Park VIC 3174,590.0,"[-37.96311559999999, 145.1780251]",4,3,2,House,JR PROPERTY GROUP PTY LTD,3174,"{'distance': 710.8, 'duration': 100.8}","{'distance': 1024.6, 'duration': 102.5}","{'distance': 632.5, 'duration': 75.6}","{'distance': 33771.9, 'duration': 1973.1}"
8175,1/6 Mather Road Noble Park VIC 3174,590.0,"[-37.9742702, 145.1792358]",3,2,2,Townhouse,Harcourts Asap Group,3174,"{'distance': 382.8, 'duration': 91.9}","{'distance': 1661.8, 'duration': 186.9}","{'distance': 1860.8, 'duration': 219.7}","{'distance': 34922.2, 'duration': 2134.6}"
8176,6/40 Nockolds Crescent Noble Park VIC 3174,265.0,"[-37.95246600000001, 145.173361]",1,1,0,Apartment / Unit / Flat,Century 21 Wilson Pride,3174,"{'distance': 840.2, 'duration': 95.7}","{'distance': 2413.0, 'duration': 241.0}","{'distance': 2087.6, 'duration': 258.3}","{'distance': 31651.4, 'duration': 1980.3}"
8177,9/20-24 Noble Street Noble Park VIC 3174,270.0,"[-37.9691181, 145.1728919]",1,1,1,Apartment / Unit / Flat,Hall & Partners First National Dandenong,3174,"{'distance': 146.6, 'duration': 16.3}","{'distance': 511.3, 'duration': 59.8}","{'distance': 710.3, 'duration': 92.6}","{'distance': 34517.3, 'duration': 2064.0}"
8178,181 Jacksons Road Noble Park North VIC 3174,500.0,"[-37.9419962, 145.1926757]",3,1,2,House,Ray White Glen Waverley,3174,"{'distance': 309.0, 'duration': 60.1}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 28152.6, 'duration': 1706.8}"
8179,2/2 Knox St Noble Park VIC 3174,390.0,"[-37.9739414, 145.1721571]",3,1,2,House,Ray White Noble Park,3174,"{'distance': 585.5, 'duration': 102.1}","{'distance': 1085.2, 'duration': 102.0}","{'distance': 1284.2, 'duration': 134.9}","{'distance': 35091.1, 'duration': 2106.3}"
8180,9 Katrina Court Noble Park North VIC 3174,470.0,"[-37.9437805, 145.189958]",3,1,2,House,Longview Real Estate,3174,"{'distance': 853.0, 'duration': 128.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 28595.5, 'duration': 1765.0}"
8181,8/85 Buckley Street Noble Park VIC 3174,270.0,"[-37.9718236, 145.1741358]",1,1,0,Apartment / Unit / Flat,Ray White Noble Park,3174,"{'distance': 674.2, 'duration': 139.8}","{'distance': 767.4, 'duration': 75.6}","{'distance': 966.5, 'duration': 108.4}","{'distance': 34773.4, 'duration': 2079.8}"
8182,136 Kelvinside Road Noble Park VIC 3174,450.0,"[-37.9554076, 145.1708286]",3,1,1,House,Hall & Partners First National Dandenong,3174,"{'distance': 1029.5, 'duration': 113.2}","{'distance': 1676.1, 'duration': 157.4}","{'distance': 1144.7, 'duration': 152.5}","{'distance': 31517.8, 'duration': 1993.3}"
8183,54 Arnold Street Noble Park VIC 3174,500.0,"[-37.9768187, 145.1839621]",4,1,4,House,Ray White Noble Park,3174,"{'distance': 501.3, 'duration': 83.7}","{'distance': 1442.5, 'duration': 142.3}","{'distance': 1156.8, 'duration': 110.0}","{'distance': 34124.0, 'duration': 2033.0}"
8184,47 Manning Drive Noble Park North VIC 3174,480.0,"[-37.940857, 145.1931934]",4,2,2,House,Harcourts Asap Group,3174,"{'distance': 149.7, 'duration': 35.9}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 28095.9, 'duration': 1707.2}"
8185,1A Norris Street Noble Park VIC 3174,425.0,"[-37.9727502, 145.1807678]",3,1,1,Townhouse,Hall & Partners First National Dandenong,3174,"{'distance': 868.7, 'duration': 140.8}","{'distance': 971.8, 'duration': 94.5}","{'distance': 984.0, 'duration': 112.3}","{'distance': 34461.1, 'duration': 2070.5}"
8186,10 Silverton Drive Noble Park North VIC 3174,400.0,"[-37.9493421, 145.1959541]",3,2,3,House,Longview Real Estate,3174,"{'distance': 312.9, 'duration': 56.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 29377.0, 'duration': 1819.4}"
8187,6/29 Leonard Avenue Noble Park VIC 3174,455.0,"[-37.9705876, 145.1757694]",3,3,2,Apartment / Unit / Flat,Century 21 Wilson Pride,3174,"{'distance': 428.3, 'duration': 85.3}","{'distance': 493.5, 'duration': 92.5}","{'distance': 505.8, 'duration': 110.4}","{'distance': 34204.5, 'duration': 2095.8}"
8188,G06/58 Douglas Street Noble Park VIC 3174,195.0,"[-37.9686185, 145.1780739]",1,1,0,Studio,Student Housing Australia,3174,"{'distance': 455.8, 'duration': 72.6}","{'distance': 350.5, 'duration': 32.4}","{'distance': 362.7, 'duration': 50.2}","{'distance': 34061.4, 'duration': 2035.6}"
8189,67 Leonard Avenue Noble Park VIC 3174,420.0,"[-37.9747753, 145.1749907]",3,1,2,House,Barry Plant Noble Park,3174,"{'distance': 283.4, 'duration': 64.4}","{'distance': 1237.0, 'duration': 121.7}","{'distance': 1436.1, 'duration': 154.5}","{'distance': 35243.0, 'duration': 2125.9}"
8190,4 Churchill Court Noble Park North VIC 3174,400.0,"[-37.9493139, 145.1888364]",3,1,0,House,Harcourts Asap Group,3174,"{'distance': 415.2, 'duration': 88.6}","{'distance': 2891.2, 'duration': 242.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 29201.0, 'duration': 1788.0}"
8191,6/437 Princes Highway Noble Park VIC 3174,400.0,"[-37.9584109, 145.1835388]",2,1,2,Townhouse,Area Specialist Keysborough,3174,"{'distance': 1362.1, 'duration': 105.5}","{'distance': 1257.3, 'duration': 141.5}","{'distance': 1492.5, 'duration': 170.0}","{'distance': 32916.7, 'duration': 1906.7}"
8192,6 Pamela Street Noble Park VIC 3174,440.0,"[-37.9730439, 145.1873698]",3,1,1,House,Ray White Noble Park,3174,"{'distance': 1179.3, 'duration': 146.7}","{'distance': 811.2, 'duration': 82.2}","{'distance': 1132.2, 'duration': 115.9}","{'distance': 33492.6, 'duration': 1972.9}"
8193,109/58 Douglas Street Noble Park VIC 3174,185.0,"[-37.9686185, 145.1780739]",1,1,0,Studio,Student Housing Australia,3174,"{'distance': 455.8, 'duration': 72.6}","{'distance': 350.5, 'duration': 32.4}","{'distance': 362.7, 'duration': 50.2}","{'distance': 34061.4, 'duration': 2035.6}"
8194,4/135 Corrigan Road Noble Park VIC 3174,430.0,"[-37.9663406, 145.1687163]",2,1,2,Townhouse,Area Specialist Keysborough,3174,"{'distance': 795.2, 'duration': 82.1}","{'distance': 1025.7, 'duration': 108.1}","{'distance': 1105.1, 'duration': 124.4}","{'distance': 34666.2, 'duration': 2070.4}"
8195,5 Timberglade Drive Noble Park North VIC 3174,450.0,"[-37.9494435, 145.1903031]",3,1,2,House,Barry Plant Noble Park,3174,"{'distance': 257.5, 'duration': 61.8}","{'distance': 2987.2, 'duration': 254.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 29149.8, 'duration': 1786.8}"
8196,3/113 Kelvinside Road Noble Park VIC 3174,250.0,"[-37.955221, 145.1714108]",1,1,1,Apartment / Unit / Flat,Ray White Noble Park,3174,"{'distance': 794.7, 'duration': 86.6}","{'distance': 1682.2, 'duration': 157.8}","{'distance': 1150.9, 'duration': 152.9}","{'distance': 31511.6, 'duration': 1992.8}"
8197,10 Katrina Court Noble Park North VIC 3174,380.0,"[-37.9439339, 145.1898717]",3,1,1,House,Hall & Partners First National Dandenong,3174,"{'distance': 853.0, 'duration': 128.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 28595.5, 'duration': 1765.0}"
8198,11C Bloomfield Road Noble Park VIC 3174,500.0,"[-37.9737622, 145.1788301]",3,2,2,Townhouse,Century 21 Team Dandenong,3174,"{'distance': 289.1, 'duration': 69.4}","{'distance': 1635.8, 'duration': 180.7}","{'distance': 1050.9, 'duration': 211.4}","{'distance': 34896.3, 'duration': 2128.4}"
8199,1/25A Leonard Avenue Noble Park VIC 3174,390.0,"[-37.9700458, 145.1758453]",2,2,1,Townhouse,Barry Plant Noble Park,3174,"{'distance': 231.9, 'duration': 37.8}","{'distance': 433.0, 'duration': 81.6}","{'distance': 445.2, 'duration': 99.5}","{'distance': 34143.9, 'duration': 2084.9}"
8200,3 Michael Court Noble Park VIC 3174,420.0,"[-37.9797191, 145.1871541]",3,1,2,House,Century 21 Wilson Pride,3174,"{'distance': 626.4, 'duration': 150.3}","{'distance': 2016.4, 'duration': 240.2}","{'distance': 1730.7, 'duration': 207.9}","{'distance': 34697.9, 'duration': 2130.9}"
8201,3/30 Heyington Crescent Noble Park North VIC 3174,450.0,"[-37.9616211, 145.1973351]",3,2,1,Townhouse,Ray White Mount Waverley,3174,"{'distance': 1073.9, 'duration': 150.1}","{'distance': 1087.6, 'duration': 148.0}","{'distance': 2938.5, 'duration': 276.7}","{'distance': 33098.0, 'duration': 1901.3}"
8202,5/42 Liege Avenue Noble Park VIC 3174,490.0,"[-37.9705284, 145.1904801]",3,2,2,Townhouse,Area Specialist Keysborough,3174,"{'distance': 266.5, 'duration': 64.0}","{'distance': 765.0, 'duration': 129.7}","{'distance': 1533.6, 'duration': 195.6}","{'distance': 32926.2, 'duration': 2013.4}"
8203,7/57-59 Buckley St Noble Park VIC 3174,375.0,"[-37.9695447, 145.1740907]",3,2,1,House,Ray White Cranbourne,3174,"{'distance': 152.7, 'duration': 14.1}","{'distance': 517.3, 'duration': 57.6}","{'distance': 716.4, 'duration': 90.4}","{'distance': 34523.3, 'duration': 2061.8}"
8204,4/29 Ellendale Road Noble Park VIC 3174,355.0,"[-37.9636591, 145.1835335]",2,1,1,Apartment / Unit / Flat,Barry Plant Monash,3174,"{'distance': 1320.9, 'duration': 168.5}","{'distance': 923.4, 'duration': 102.0}","{'distance': 1242.6, 'duration': 143.3}","{'distance': 32756.1, 'duration': 1916.6}"
8205,64 Heyington Crescent Noble Park North VIC 3174,445.0,"[-37.958745, 145.1988448]",3,1,2,House,Harcourts Asap Group,3174,"{'distance': 632.3, 'duration': 151.7}","{'distance': 1373.8, 'duration': 222.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 30708.6, 'duration': 1954.4}"
8206,1/13 Crescent Street Noble Park VIC 3174,380.0,"[-37.9589131, 145.1679095]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3174,"{'distance': 830.8, 'duration': 95.5}","{'distance': 1237.3, 'duration': 122.4}","{'distance': 544.1, 'duration': 121.0}","{'distance': 32651.1, 'duration': 2049.7}"
8207,2/124-126 Harold Road Noble Park VIC 3174,375.0,"[-37.976926, 145.1616138]",3,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3174,"{'distance': 622.4, 'duration': 138.1}","{'distance': 1848.4, 'duration': 186.6}","{'distance': 2593.5, 'duration': 233.0}","{'distance': 36198.0, 'duration': 2180.9}"
8208,3/25 Lawn Road Noble Park VIC 3174,340.0,"[-37.959955, 145.163714]",3,1,1,Apartment / Unit / Flat,Barry Plant Noble Park,3174,"{'distance': 1826.0, 'duration': 299.4}","{'distance': 1421.9, 'duration': 190.6}","{'distance': 1650.7, 'duration': 240.4}","{'distance': 35062.4, 'duration': 2152.9}"
8209,3/24 Kelvinside Road Noble Park VIC 3174,375.0,"[-37.964048, 145.177691]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3174,"{'distance': 607.0, 'duration': 91.8}","{'distance': 920.8, 'duration': 93.6}","{'distance': 528.7, 'duration': 66.7}","{'distance': 33668.0, 'duration': 1964.1}"
8210,94 Heyington Crescent Noble Park North VIC 3174,370.0,"[-37.9560043, 145.1992115]",3,2,2,House,Hall & Partners First National Dandenong,3174,"{'distance': 656.7, 'duration': 124.6}","{'distance': 2398.2, 'duration': 220.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 30386.1, 'duration': 1877.0}"
8211,48 Joffre Street Noble Park VIC 3174,400.0,"[-37.973331, 145.1921149]",3,1,2,House,Century 21 Team Dandenong,3174,"{'distance': 2445.6, 'duration': 376.4}","{'distance': 1000.5, 'duration': 186.2}","{'distance': 1715.0, 'duration': 229.7}","{'distance': 33681.9, 'duration': 2076.8}"
8212,28 Thomas Street Noble Park VIC 3174,380.0,"[-37.9711044, 145.1775283]",3,1,1,House,Del Real Estate,3174,"{'distance': 127.0, 'duration': 30.5}","{'distance': 656.3, 'duration': 101.7}","{'distance': 668.5, 'duration': 119.6}","{'distance': 34367.2, 'duration': 2105.0}"
8213,1/153 Corrigan Road Noble Park VIC 3174,370.0,"[-37.9678405, 145.1680421]",3,1,1,Apartment / Unit / Flat,Barry Plant Noble Park,3174,"{'distance': 635.5, 'duration': 86.6}","{'distance': 952.9, 'duration': 92.1}","{'distance': 1152.0, 'duration': 124.9}","{'distance': 34780.6, 'duration': 2073.2}"
8214,4 Garland Court Noble Park North VIC 3174,200.0,"[-37.9623939, 145.1956111]",1,1,1,House,Hall & Partners First National Dandenong,3174,"{'distance': 1218.1, 'duration': 197.1}","{'distance': 1498.6, 'duration': 219.5}","{'distance': 3010.1, 'duration': 321.1}","{'distance': 32492.9, 'duration': 1934.0}"
8215,6 Pau Street Noble Park VIC 3174,370.0,"[-37.9668806, 145.1783979]",3,1,1,House,Century 21 Wilson Pride,3174,"{'distance': 264.2, 'duration': 52.8}","{'distance': 472.3, 'duration': 76.3}","{'distance': 290.9, 'duration': 59.2}","{'distance': 33947.3, 'duration': 2034.4}"
8216,2/15 Gordon Street Noble Park VIC 3174,300.0,"[-37.9749011, 145.1829268]",1,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3174,"{'distance': 648.0, 'duration': 123.6}","{'distance': 1677.9, 'duration': 193.2}","{'distance': 1392.2, 'duration': 160.9}","{'distance': 34359.4, 'duration': 2083.8}"
8217,16 Coolavin Road Noble Park North VIC 3174,410.0,"[-37.9576423, 145.1934091]",3,1,3,House,Century 21 Team Dandenong,3174,"{'distance': 179.6, 'duration': 43.1}","{'distance': 1356.6, 'duration': 165.0}","{'distance': 2399.6, 'duration': 267.0}","{'distance': 30057.1, 'duration': 1891.3}"
8218,4/20 Sunline Avenue Noble Park North VIC 3174,270.0,"[-37.9617799, 145.1932365]",0,1,1,Studio,Seascape RE,3174,"{'distance': 1035.8, 'duration': 153.4}","{'distance': 1229.1, 'duration': 154.5}","{'distance': 2272.0, 'duration': 256.4}","{'distance': 32310.7, 'duration': 1890.3}"
8219,2/5 Forster Street Noble Park VIC 3174,250.0,"[-37.9596479, 145.1650712]",1,1,0,Apartment / Unit / Flat,Barry Plant Noble Park,3174,"{'distance': 1439.7, 'duration': 175.3}","{'distance': 1309.4, 'duration': 163.6}","{'distance': 1538.2, 'duration': 213.4}","{'distance': 34949.9, 'duration': 2125.9}"
8220,6/48-50 Chandler Road Noble Park VIC 3174,320.0,"[-37.967144, 145.18626]",2,1,1,Apartment / Unit / Flat,Harcourts Asap Group,3174,"{'distance': 468.4, 'duration': 73.5}","{'distance': 51.0, 'duration': 4.6}","{'distance': 992.0, 'duration': 97.3}","{'distance': 32781.7, 'duration': 1899.6}"
8221,12/74 Callander Road Noble Park VIC 3174,310.0,"[-37.9563502, 145.1784879]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3174,"{'distance': 855.6, 'duration': 77.7}","{'distance': 1768.2, 'duration': 209.6}","{'distance': 1376.0, 'duration': 182.7}","{'distance': 30630.8, 'duration': 1916.4}"
8222,58 Douglas Street Noble Park VIC 3174,160.0,"[-37.9686185, 145.1780739]",1,1,0,Studio,Student Housing Australia,3174,"{'distance': 455.8, 'duration': 72.6}","{'distance': 350.5, 'duration': 32.4}","{'distance': 362.7, 'duration': 50.2}","{'distance': 34061.4, 'duration': 2035.6}"
8223,2/5 Myers Court Noble Park VIC 3174,380.0,"[-37.959884, 145.177332]",3,1,1,Apartment / Unit / Flat,Keen Real Estate,3174,"{'distance': 1631.8, 'duration': 192.2}","{'distance': 1395.8, 'duration': 162.4}","{'distance': 1003.7, 'duration': 135.5}","{'distance': 31137.5, 'duration': 1995.8}"
8224,1/94 Corrigan Road Noble Park VIC 3174,410.0,"[-37.971209, 145.1667962]",2,1,2,Apartment / Unit / Flat,LJ Hooker Springvale,3174,"{'distance': 535.9, 'duration': 83.1}","{'distance': 1389.3, 'duration': 132.6}","{'distance': 1620.0, 'duration': 165.1}","{'distance': 35181.1, 'duration': 2111.1}"
8225,3/104 Kelvinside Road Noble Park VIC 3174,360.0,"[-37.9585783, 145.1723596]",2,2,1,Apartment / Unit / Flat,Century 21 Property Group,3174,"{'distance': 1404.9, 'duration': 140.2}","{'distance': 1697.3, 'duration': 150.2}","{'distance': 1520.1, 'duration': 179.5}","{'distance': 31788.2, 'duration': 1983.3}"
8226,23 Pamela Street Noble Park VIC 3174,420.0,"[-37.9745236, 145.1886207]",2,1,1,House,Raine & Horne Springvale,3174,"{'distance': 1008.2, 'duration': 136.8}","{'distance': 1138.8, 'duration': 105.4}","{'distance': 986.1, 'duration': 105.0}","{'distance': 33820.2, 'duration': 1996.0}"
8227,43 Kuringgai Crescent Noble Park VIC 3174,470.0,"[-37.9817231, 145.171799]",3,1,3,House,LJ Hooker Noble Park,3174,"{'distance': 337.4, 'duration': 81.0}","{'distance': 1335.2, 'duration': 163.7}","{'distance': 2172.5, 'duration': 254.3}","{'distance': 37577.2, 'duration': 2179.7}"
8228,3/473 Princes Highway Noble Park VIC 3174,380.0,"[-37.9556037, 145.1810186]",2,1,1,Apartment / Unit / Flat,LJ Hooker Springvale,3174,"{'distance': 749.0, 'duration': 54.1}","{'distance': 2734.7, 'duration': 225.0}","{'distance': 2342.5, 'duration': 198.1}","{'distance': 30524.3, 'duration': 1892.9}"
8229,1/1203 Heatherton Road Noble Park VIC 3174,340.0,"[-37.9657975, 145.1813958]",2,1,1,Apartment / Unit / Flat,LJ Hooker Noble Park,3174,"{'distance': 666.1, 'duration': 96.0}","{'distance': 493.9, 'duration': 40.4}","{'distance': 587.8, 'duration': 70.8}","{'distance': 33224.5, 'duration': 1935.4}"
8230,305/51-53 Buckley Street Noble Park VIC 3174,345.0,"[-37.9679089, 145.1743886]",2,1,1,Apartment / Unit / Flat,LJ Hooker Noble Park,3174,"{'distance': 136.6, 'duration': 24.0}","{'distance': 327.4, 'duration': 32.6}","{'distance': 526.5, 'duration': 65.4}","{'distance': 34333.4, 'duration': 2036.8}"
8231,5/129 Corrigan Road Noble Park VIC 3174,380.0,"[-37.9659482, 145.1686082]",2,2,1,Townhouse,LJ Hooker Noble Park,3174,"{'distance': 660.3, 'duration': 62.7}","{'distance': 890.7, 'duration': 88.7}","{'distance': 970.2, 'duration': 105.1}","{'distance': 34531.3, 'duration': 2051.1}"
8232,6/46 Leonard Avenue Noble Park VIC 3174,410.0,"[-37.9718933, 145.1750865]",3,2,1,Townhouse,LJ Hooker Hampton Park ,3174,"{'distance': 422.1, 'duration': 84.2}","{'distance': 646.1, 'duration': 120.0}","{'distance': 658.3, 'duration': 137.9}","{'distance': 34357.0, 'duration': 2123.2}"
8233,5/36 Stuart Street Noble Park VIC 3174,410.0,"[-37.9719598, 145.1763707]",2,1,1,Townhouse,LJ Hooker Noble Park,3174,"{'distance': 290.7, 'duration': 71.7}","{'distance': 696.0, 'duration': 130.3}","{'distance': 708.2, 'duration': 148.2}","{'distance': 34406.9, 'duration': 2133.6}"
8234,15/30 Kelvinside Road Noble Park VIC 3174,285.0,"[-37.963416, 145.1775352]",2,1,1,Apartment / Unit / Flat,LJ Hooker Noble Park,3174,"{'distance': 723.9, 'duration': 100.9}","{'distance': 1037.7, 'duration': 102.7}","{'distance': 645.5, 'duration': 75.8}","{'distance': 33784.9, 'duration': 1973.2}"
8235,10/137 Corrigan Road Noble Park VIC 3174,240.0,"[-37.9665135, 145.1684997]",1,1,1,Apartment / Unit / Flat,LJ Hooker Noble Park,3174,"{'distance': 780.0, 'duration': 78.4}","{'distance': 1010.4, 'duration': 104.4}","{'distance': 1089.9, 'duration': 120.8}","{'distance': 34650.9, 'duration': 2066.7}"
8236,2/1A Larbert Road Noble Park VIC 3174,330.0,"[-37.95983100000001, 145.174995]",2,1,1,Apartment / Unit / Flat,LJ Hooker Noble Park,3174,"{'distance': 1689.4, 'duration': 168.3}","{'distance': 1503.5, 'duration': 143.8}","{'distance': 1111.3, 'duration': 116.9}","{'distance': 31594.3, 'duration': 1977.0}"
8237,67 Chandler Road Noble Park VIC 3174,380.0,"[-37.9704527, 145.186906]",3,1,1,House,LJ Hooker Noble Park,3174,"{'distance': 815.0, 'duration': 102.0}","{'distance': 446.8, 'duration': 37.5}","{'distance': 1027.6, 'duration': 89.9}","{'distance': 33128.3, 'duration': 1928.2}"
8238,10/32 Kelvinside Road Noble Park VIC 3174,250.0,"[-37.9632483, 145.1773627]",1,1,1,Apartment / Unit / Flat,LJ Hooker Noble Park,3174,"{'distance': 718.3, 'duration': 100.5}","{'distance': 1032.1, 'duration': 102.3}","{'distance': 640.0, 'duration': 75.4}","{'distance': 33779.4, 'duration': 1972.8}"
8239,2/1359 Heatherton Road Noble Park North VIC 3174,360.0,"[-37.9680085, 145.1995274]",2,1,1,Apartment / Unit / Flat,Paul Jones Realty,3174,"{'distance': 883.0, 'duration': 127.0}","{'distance': 306.7, 'duration': 33.1}","{'distance': 2544.4, 'duration': 265.5}","{'distance': 32157.9, 'duration': 1863.9}"
