,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Closest_Park,Closest_Post_Office,Closest_Railway_Station,CBD_Distance
10946,701 Cosmopolitan Place Ballarat Central VIC 3350,350.0,"[-37.5662968, 143.8429259]",3,1,2,House,Harcourts Ballarat,3350,"{'distance': 1343.6, 'duration': 138.5}","{'distance': 1328.7, 'duration': 144.3}","{'distance': 2419.1, 'duration': 278.9}","{'distance': 116123.1, 'duration': 5218.0}"
10947,323 Humffray St N Brown Hill VIC 3350,400.0,"[-37.5535597, 143.8866063]",3,1,2,House,PRDnationwide Ballarat,3350,"{'distance': 268.8, 'duration': 50.4}","{'distance': 1460.5, 'duration': 105.1}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 111915.9, 'duration': 4780.0}"
10948,3/503 Lydiard Street North Soldiers Hill VIC 3350,420.0,"[-37.550643, 143.8595852]",3,2,1,Townhouse,PRDnationwide Ballarat,3350,"{'distance': 564.5, 'duration': 119.0}","{'distance': 2542.3, 'duration': 258.4}","{'distance': 1008.6, 'duration': 119.4}","{'distance': 115075.1, 'duration': 5102.6}"
10949,106/18-22 Wendouree Parade Lake Wendouree VIC 3350,510.0,"[-37.5542795, 143.8432108]",3,2,1,Apartment / Unit / Flat,Jellis Craig Ballarat,3350,"{'distance': 908.0, 'duration': 99.9}","{'distance': 958.7, 'duration': 98.2}","{'distance': 2057.9, 'duration': 238.6}","{'distance': 115899.9, 'duration': 5184.9}"
10950,831 Barkly Street Mount Pleasant VIC 3350,320.0,"[-37.5775953, 143.8533732]",4,1,1,House,Buxton Ballarat,3350,"{'distance': 526.5, 'duration': 56.0}","{'distance': 1742.3, 'duration': 153.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115324.0, 'duration': 5128.9}"
10951,119 Clyde Street Soldiers Hill VIC 3350,395.0,"[-37.5490472, 143.8552827]",3,1,2,House,PRDnationwide Ballarat,3350,"{'distance': 297.8, 'duration': 62.0}","{'distance': 2260.3, 'duration': 284.3}","{'distance': 1542.0, 'duration': 223.5}","{'distance': 115860.6, 'duration': 5144.3}"
10952,333 Richards Street Ballarat East VIC 3350,350.0,"[-37.5730998, 143.8884743]",3,1,1,House,Harcourts Ballarat,3350,"{'distance': 924.3, 'duration': 113.8}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 113236.6, 'duration': 4950.6}"
10953,304 Cobden Street Mount Pleasant VIC 3350,380.0,"[-37.5772395, 143.8566831]",3,1,3,House,Jellis Craig Ballarat,3350,"{'distance': 1224.4, 'duration': 183.0}","{'distance': 1854.7, 'duration': 246.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115224.5, 'duration': 5135.1}"
10954,19 Echo Place Alfredton VIC 3350,355.0,"[-37.5563183, 143.7904476]",2,2,1,Townhouse,Harcourts Ballarat,3350,"{'distance': 432.7, 'duration': 99.0}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 120953.4, 'duration': 5674.3}"
10955,6/33 Tremain Drive Lucas VIC 3350,385.0,"[-37.5435011, 143.7802723]",3,2,2,House,PRDnationwide Ballarat,3350,"{'distance': 1308.3, 'duration': 210.0}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 124959.4, 'duration': 5524.5}"
10956,32a Hopetoun Street Ballarat East VIC 3350,390.0,"[-37.5615636, 143.876852]",3,2,1,Townhouse,Ray White Ballarat,3350,"{'distance': 326.3, 'duration': 78.3}","{'distance': 4030.5, 'duration': 429.1}","{'distance': 2124.9, 'duration': 240.6}","{'distance': 112414.9, 'duration': 4866.9}"
10957,314 Cuthberts Road Lucas VIC 3350,450.0,"[-37.5516007, 143.7840879]",4,2,2,House,PRDnationwide Ballarat,3350,"{'distance': 327.5, 'duration': 78.6}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125099.6, 'duration': 5538.9}"
10958,804 Tress Street Mount Pleasant VIC 3350,370.0,"[-37.5776064, 143.8563861]",3,1,1,House,Jellis Craig Ballarat,3350,"{'distance': 1249.5, 'duration': 191.3}","{'distance': 1879.8, 'duration': 254.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115322.0, 'duration': 5156.3}"
10959,617 Laurie Street Golden Point VIC 3350,380.0,"[-37.5737423, 143.8595264]",2,1,2,House,Jellis Craig Ballarat,3350,"{'distance': 202.8, 'duration': 42.7}","{'distance': 1807.7, 'duration': 306.6}","{'distance': 2926.1, 'duration': 357.0}","{'distance': 114999.4, 'duration': 5129.9}"
10960,330 Peel Street Black Hill VIC 3350,450.0,"[-37.5547044, 143.8655528]",4,1,4,House,Barry Plant Ballarat,3350,"{'distance': 297.7, 'duration': 56.9}","{'distance': 2742.2, 'duration': 311.5}","{'distance': 1311.6, 'duration': 190.9}","{'distance': 114366.9, 'duration': 5011.9}"
10961,1103 Doveton Street North Ballarat North VIC 3350,290.0,"[-37.5391362, 143.8588898]",3,1,1,House,McGrath Ballarat,3350,"{'distance': 273.6, 'duration': 31.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115519.0, 'duration': 5119.0}"
10962,1/10 Brooksbank Ct Black Hill VIC 3350,520.0,"[-37.5509655, 143.8773947]",4,2,1,House,PRDnationwide Ballarat,3350,"{'distance': 915.7, 'duration': 138.1}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 3372.4, 'duration': 330.4}","{'distance': 113024.9, 'duration': 4886.6}"
10963,520 Ligar Street Soldiers Hill VIC 3350,410.0,"[-37.54957270000001, 143.8630488]",2,1,5,House,PRDnationwide Ballarat,3350,"{'distance': 542.3, 'duration': 71.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 1380.6, 'duration': 171.4}","{'distance': 114435.3, 'duration': 5073.3}"
10964,50 George Street Eureka VIC 3350,430.0,"[-37.56330690000001, 143.8821702]",3,2,4,House,McGrath Ballarat,3350,"{'distance': 187.3, 'duration': 45.0}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 112455.6, 'duration': 4902.0}"
10965,66 Lugano Avenue Alfredton VIC 3350,440.0,"[-37.5634529, 143.7894892]",4,2,2,House,Ballarat Real Estate,3350,"{'distance': 2585.9, 'duration': 263.7}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 122473.6, 'duration': 5656.0}"
10966,36 Corbett Street Ballarat East VIC 3350,320.0,"[-37.5605957, 143.8712401]",3,1,2,House,Buxton Ballarat,3350,"{'distance': 1194.0, 'duration': 153.7}","{'distance': 3547.9, 'duration': 409.5}","{'distance': 1441.4, 'duration': 187.6}","{'distance': 112918.9, 'duration': 4909.5}"
10967,202a Lylia Avenue Mount Clear VIC 3350,440.0,"[-37.6065147, 143.8670382]",4,2,2,House,Harcourts Ballarat,3350,"{'distance': 392.4, 'duration': 68.2}","{'distance': 644.7, 'duration': 90.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 118745.2, 'duration': 5387.3}"
10968,4 Ada Rose Heights Brown Hill VIC 3350,410.0,"[-37.5580928, 143.9075594]",3,2,2,House,Jellis Craig Ballarat,3350,"{'distance': 855.1, 'duration': 158.6}","{'distance': 1350.0, 'duration': 201.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 109958.9, 'duration': 4736.7}"
10969,13 Kernick Street Lucas VIC 3350,450.0,"[-37.5461923, 143.7717781]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 551.7, 'duration': 113.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 126113.3, 'duration': 5606.4}"
10970,21 Sutcliffe Street Lucas VIC 3350,450.0,"[-37.5495241, 143.7827312]",4,2,4,House,PRDnationwide Ballarat,3350,"{'distance': 353.7, 'duration': 84.9}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125098.2, 'duration': 5534.0}"
10971,1/8 Christine Avenue Alfredton VIC 3350,270.0,"[-37.5515975, 143.802596]",2,1,1,Apartment / Unit / Flat,PRDnationwide Ballarat,3350,"{'distance': 102.9, 'duration': 24.7}","{'distance': 2095.7, 'duration': 299.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 124672.8, 'duration': 5542.1}"
10972,10 Oakbank Drive Mount Helen VIC 3350,470.0,"[-37.6180405, 143.8844837]",4,2,2,House,Jellis Craig Ballarat,3350,"{'distance': 548.4, 'duration': 131.6}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116754.8, 'duration': 5552.7}"
10973,1/1306 Mair Street Lake Wendouree VIC 3350,440.0,"[-37.5575946, 143.8413848]",2,1,1,Apartment / Unit / Flat,Harcourts Ballarat,3350,"{'distance': 471.0, 'duration': 53.2}","{'distance': 603.5, 'duration': 61.2}","{'distance': 2211.0, 'duration': 235.1}","{'distance': 116053.1, 'duration': 5181.4}"
10974,3/21 Ainley Street Brown Hill VIC 3350,195.0,"[-37.5513073, 143.8914461]",1,1,1,Apartment / Unit / Flat,Ballarat Real Estate,3350,"{'distance': 127.5, 'duration': 30.6}","{'distance': 1154.4, 'duration': 132.1}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 111609.8, 'duration': 4807.0}"
10975,528 Humffray Street South Golden Point VIC 3350,400.0,"[-37.5692657, 143.857744]",3,1,1,House,Barry Plant Ballarat,3350,"{'distance': 909.2, 'duration': 151.1}","{'distance': 2222.4, 'duration': 301.4}","{'distance': 1684.9, 'duration': 267.9}","{'distance': 114509.6, 'duration': 5085.3}"
10976,14 Faith Lane Bakery Hill VIC 3350,460.0,"[-37.5637199, 143.8677382]",3,2,1,House,Jellis Craig Ballarat,3350,"{'distance': 150.6, 'duration': 27.1}","{'distance': 3032.7, 'duration': 328.3}","{'distance': 1433.1, 'duration': 209.6}","{'distance': 113306.5, 'duration': 4941.7}"
10977,12 Leechs Lane Ballarat Central VIC 3350,430.0,"[-37.5622293, 143.854634]",3,2,1,Townhouse,Jellis Craig Ballarat,3350,"{'distance': 114.8, 'duration': 17.9}","{'distance': 1024.2, 'duration': 93.5}","{'distance': 790.8, 'duration': 121.0}","{'distance': 114632.9, 'duration': 5067.4}"
10978,1003a Ripon Street South Redan VIC 3350,380.0,"[-37.580865, 143.8378653]",3,2,1,House,Ray White Ballarat,3350,"{'distance': 391.8, 'duration': 82.7}","{'distance': 1256.0, 'duration': 107.5}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 117202.8, 'duration': 5296.3}"
10979,13 Sykes Avenue Mount Pleasant VIC 3350,330.0,"[-37.58436, 143.8526942]",3,1,2,House,Ballarat Real Estate,3350,"{'distance': 127.6, 'duration': 30.6}","{'distance': 1972.2, 'duration': 210.5}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116332.2, 'duration': 5245.8}"
10980,4/718 Chisholm Street Black Hill VIC 3350,300.0,"[-37.5503711, 143.8716351]",2,1,1,House,Buxton Ballarat,3350,"{'distance': 22.1, 'duration': 3.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2223.3, 'duration': 284.6}","{'distance': 113611.9, 'duration': 4953.4}"
10981,1324 Gregory Street Lake Wendouree VIC 3350,500.0,"[-37.5423108, 143.8362528]",4,2,2,House,Harcourts Ballarat,3350,"{'distance': 1451.4, 'duration': 249.4}","{'distance': 646.9, 'duration': 135.4}","{'distance': 2040.7, 'duration': 286.6}","{'distance': 117246.2, 'duration': 5328.3}"
10982,164 Shortridge Drive Lucas VIC 3350,420.0,"[-37.5472414, 143.7701059]",4,2,2,House,PRDnationwide Ballarat,3350,"{'distance': 558.8, 'duration': 93.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 126120.4, 'duration': 5586.4}"
10983,15 Nyon Road Alfredton VIC 3350,430.0,"[-37.5633279, 143.7885131]",3,2,2,House,PRDnationwide Ballarat,3350,"{'distance': 2496.6, 'duration': 242.9}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 122384.2, 'duration': 5635.2}"
10984,33 Walters Way Alfredton VIC 3350,450.0,"[-37.5605227, 143.7901525]",4,2,2,House,Ray White Ballarat,3350,"{'distance': 2902.2, 'duration': 308.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 122789.9, 'duration': 5700.7}"
10985,302 Doveton Street North Soldiers Hill VIC 3350,400.0,"[-37.5543103, 143.8565134]",4,1,2,House,Ballarat Real Estate,3350,"{'distance': 179.0, 'duration': 40.3}","{'distance': 1823.8, 'duration': 194.8}","{'distance': 1033.4, 'duration': 142.4}","{'distance': 114875.5, 'duration': 5088.8}"
10986,503 Drummond Street South Redan VIC 3350,370.0,"[-37.5715382, 143.8457778]",3,1,2,House,Ray White Ballarat,3350,"{'distance': 375.2, 'duration': 58.1}","{'distance': 527.1, 'duration': 61.9}","{'distance': 2627.3, 'duration': 259.9}","{'distance': 116331.3, 'duration': 5199.0}"
10987,26 Longley Street Alfredton VIC 3350,395.0,"[-37.5580057, 143.8167187]",3,2,1,House,PRDnationwide Ballarat,3350,"{'distance': 350.3, 'duration': 70.9}","{'distance': 485.2, 'duration': 88.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 118198.0, 'duration': 5361.7}"
10988,11 Obrien Drive Alfredton VIC 3350,430.0,"[-37.5662322, 143.7936554]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 346.6, 'duration': 71.8}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 121924.5, 'duration': 5642.5}"
10989,3 Kenny Street Ballarat East VIC 3350,350.0,"[-37.5586022, 143.8906606]",3,1,1,House,Buxton Ballarat,3350,"{'distance': 1001.0, 'duration': 79.8}","{'distance': 1754.4, 'duration': 206.4}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 111397.5, 'duration': 4815.1}"
10990,38 Anderson Street West Ballarat Central VIC 3350,350.0,"[-37.5669374, 143.8591078]",3,1,3,House,Ballarat Real Estate,3350,"{'distance': 595.5, 'duration': 93.4}","{'distance': 3016.3, 'duration': 335.5}","{'distance': 1306.1, 'duration': 206.2}","{'distance': 114508.8, 'duration': 5089.5}"
10991,120 Daylesford Road Brown Hill VIC 3350,330.0,"[-37.5492903, 143.9131436]",2,1,2,House,Buxton Ballarat,3350,"{'distance': 556.3, 'duration': 83.4}","{'distance': 1019.5, 'duration': 100.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 109934.8, 'duration': 4647.3}"
10992,6 Semillon Grove Mount Clear VIC 3350,355.0,"[-37.5939844, 143.868651]",3,1,2,House,Harcourts Ballarat,3350,"{'distance': 320.5, 'duration': 68.0}","{'distance': 1622.7, 'duration': 169.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 117347.1, 'duration': 5283.8}"
10993,8 Arthur Street Alfredton VIC 3350,340.0,"[-37.5567299, 143.8175245]",3,1,1,House,Ballarat Real Estate,3350,"{'distance': 362.3, 'duration': 89.7}","{'distance': 402.9, 'duration': 68.9}","{'distance': 2748.1, 'duration': 304.5}","{'distance': 118115.7, 'duration': 5341.9}"
10994,20 Dawson Street South Ballarat Central VIC 3350,380.0,"[-37.563409, 143.8525669]",3,1,2,House,Jellis Craig Ballarat,3350,"{'distance': 423.5, 'duration': 53.2}","{'distance': 1068.0, 'duration': 91.1}","{'distance': 1144.1, 'duration': 149.5}","{'distance': 114848.1, 'duration': 5088.6}"
10995,29 Sweeney Street Black Hill VIC 3350,750.0,"[-37.5471785, 143.8677385]",6,3,2,House,Doepel Lilley & Taylor,3350,"{'distance': 360.9, 'duration': 54.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2202.5, 'duration': 266.9}","{'distance': 114254.2, 'duration': 5048.8}"
10996,85 Lofven Street Nerrina VIC 3350,400.0,"[-37.5462711, 143.8880285]",3,2,2,House,Buxton Ballarat,3350,"{'distance': 632.2, 'duration': 110.8}","{'distance': 2982.8, 'duration': 268.1}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 113438.2, 'duration': 4942.9}"
10997,408 Peel Street North Black Hill VIC 3350,350.0,"[-37.5534614, 143.8657862]",3,1,2,House,Jellis Craig Ballarat,3350,"{'distance': 386.7, 'duration': 75.4}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 1297.4, 'duration': 186.7}","{'distance': 114474.7, 'duration': 5025.3}"
10998,13A Brawn Avenue Lake Wendouree VIC 3350,450.0,"[-37.5445072, 143.8426709]",3,2,1,Townhouse,Jellis Craig Ballarat,3350,"{'distance': 1388.2, 'duration': 154.1}","{'distance': 1515.9, 'duration': 151.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116566.2, 'duration': 5222.3}"
10999,61 Creekstone Drive Alfredton VIC 3350,450.0,"[-37.5574347, 143.7921964]",4,2,2,House,Hedley Perrett Real Estate,3350,"{'distance': 180.2, 'duration': 35.5}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 120849.0, 'duration': 5657.3}"
11000,1/607 Talbot Street South Street Redan VIC 3350,280.0,"[-37.5737271, 143.840741]",2,1,1,House,Buxton Ballarat,3350,"{'distance': 227.2, 'duration': 40.7}","{'distance': 595.0, 'duration': 100.5}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 117045.3, 'duration': 5288.6}"
11001,7/18 Gale Street Canadian VIC 3350,380.0,"[-37.5801117, 143.874512]",3,2,2,House,Buxton Ballarat,3350,"{'distance': 191.2, 'duration': 22.9}","{'distance': 1865.5, 'duration': 210.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 115205.0, 'duration': 5077.5}"
11002,2/15-19 Main Road Bakery Hill VIC 3350,330.0,"[-37.5634073, 143.8652913]",3,1,1,House,Buxton Ballarat,3350,"{'distance': 575.0, 'duration': 89.8}","{'distance': 3251.9, 'duration': 354.1}","{'distance': 1224.8, 'duration': 171.0}","{'distance': 113483.2, 'duration': 4984.8}"
11003,210 Lylia Avenue Mount Clear VIC 3350,360.0,"[-37.6071148, 143.8675051]",3,1,0,House,Buxton Ballarat,3350,"{'distance': 472.3, 'duration': 87.4}","{'distance': 724.6, 'duration': 110.0}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 118825.2, 'duration': 5406.5}"
11004,1/14 Aquila Court Ballarat North VIC 3350,270.0,"[-37.5436585, 143.8687382]",2,1,1,House,PRDnationwide Ballarat,3350,"{'distance': 621.1, 'duration': 91.4}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2844.0, 'duration': 311.9}","{'distance': 114184.5, 'duration': 4996.5}"
11005,106 Brittain Street Canadian VIC 3350,415.0,"[-37.5829279, 143.86046]",4,2,3,House,Barry Plant Ballarat,3350,"{'distance': 519.7, 'duration': 105.8}","{'distance': 1171.1, 'duration': 152.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 116610.9, 'duration': 5181.8}"
11006,11 Kent Street Ballarat Central VIC 3350,465.0,"[-37.5635432, 143.839403]",4,2,2,House,Ballarat Real Estate,3350,"{'distance': 667.4, 'duration': 88.5}","{'distance': 1028.7, 'duration': 110.3}","{'distance': 2476.7, 'duration': 275.9}","{'distance': 116211.6, 'duration': 5219.2}"
11007,5 Ludbrook Court Brown Hill VIC 3350,420.0,"[-37.5576777, 143.9024639]",4,2,2,House,Buxton Ballarat,3350,"{'distance': 2148.9, 'duration': 195.5}","{'distance': 1452.9, 'duration': 149.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 110048.6, 'duration': 4679.4}"
11008,2 Viola Court Mount Helen VIC 3350,470.0,"[-37.621365, 143.8862455]",5,3,2,House,Buxton Ballarat,3350,"{'distance': 29.7, 'duration': 7.1}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 119861.9, 'duration': 5539.5}"
11009,32 Glazebrook Street Ballarat East VIC 3350,460.0,"[-37.5618049, 143.8780393]",2,1,1,House,Barry Plant Ballarat,3350,"{'distance': 344.3, 'duration': 66.5}","{'distance': 4073.4, 'duration': 439.3}","{'distance': 2167.8, 'duration': 250.9}","{'distance': 112457.8, 'duration': 4877.2}"
11010,5 Highview Court Black Hill VIC 3350,440.0,"[-37.5455832, 143.8712798]",4,2,2,House,Harcourts Ballarat,3350,"{'distance': 885.6, 'duration': 145.1}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 2664.3, 'duration': 342.6}","{'distance': 114471.9, 'duration': 5074.1}"
11011,59 Dyson Drive Alfredton VIC 3350,420.0,"[-37.5507368, 143.7859533]",3,2,2,House,Harcourts Ballarat,3350,"{'distance': 510.6, 'duration': 101.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 124885.0, 'duration': 5491.1}"
11012,34 Clovedale Avenue Alfredton VIC 3350,410.0,"[-37.55611469999999, 143.7853598]",3,2,2,House,One Agency Ballarat,3350,"{'distance': 456.8, 'duration': 109.6}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 125560.7, 'duration': 5583.9}"
11013,22 Offaly Street Alfredton VIC 3350,450.0,"[-37.5626448, 143.7943378]",4,2,2,House,Reventon Residential,3350,"{'distance': 553.0, 'duration': 87.6}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 121277.6, 'duration': 5688.0}"
11014,11B Ryan Street Brown Hill VIC 3350,450.0,"[-37.55821540000001, 143.9041512]",4,2,2,House,Walker Real Estate International,3350,"{'distance': 2305.7, 'duration': 200.8}","{'distance': 1609.7, 'duration': 154.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 109846.8, 'duration': 4663.2}"
11015,9 Kilkenny Drive Alfredton VIC 3350,490.0,"[-37.5630731, 143.7938749]",4,2,2,House,Investate International,3350,"{'distance': 553.0, 'duration': 87.6}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 121277.6, 'duration': 5688.0}"
