,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode
11382,10 Victoria St Stawell VIC 3380,320,"[-37.0580561, 142.7766647]",2,1,2,House,Monaghan's Real Estate,3380.0
11383,9 Comyn Street Murtoa VIC 3390,300,"[-36.6153994, 142.4691361]",3,1,2,House,NorthWest Real Estate,3390.0
11384,64 Molyneaux Street Warracknabeal VIC 3393,295,"[-36.2551198, 142.3975867]",3,1,1,House,NorthWest Real Estate,3393.0
11385,47 Thomas Street Warracknabeal VIC 3393,85,"[-36.2577716, 142.4004947]",Apartment / Unit / Flat,NorthWest Real Estate,3393,,,
11386,REAR/71 Toole Street Hopetoun VIC 3396,180,"[-35.72809230000001, 142.3634591]",2,1,−,Apartment / Unit / Flat,Roberts One Real Estate,3396.0
11387,56 Mandeville Street Hopetoun VIC 3396,330,"[-35.7265806, 142.3614002]",3,1,2,House,Harcourts Horsham,3396.0
11388,11 George Street Horsham VIC 3400,380,"[-36.7104053, 142.2096914]",4,2,2,House,Wes Davidson Real Estate,3400.0
11389,3/7 Smith Street Horsham VIC 3400,300,"[-36.7130068, 142.206247]",2,1,1,Apartment / Unit / Flat,Wes Davidson Real Estate,3400.0
11390,4/5 Wilson Street Horsham VIC 3400,220,"[-36.7168451, 142.2040763]",2,1,1,Apartment / Unit / Flat,Wes Davidson Real Estate,3400.0
11391,86 Baillie Street Horsham VIC 3400,0,"[-36.7114421, 142.2087786]",3,1,2,House,Gerry Smith & Co,3400.0
11392,30 Hayes Drive Horsham VIC 3400,520,"[-36.7283111, 142.1727127]",4,2,2,House,Gerry Smith & Co,3400.0
11393,3 Colla Court Horsham VIC 3400,390,"[-36.7280102, 142.2079518]",4,2,2,House,Wes Davidson Real Estate,3400.0
11394,2/78 Wawunna Road Horsham VIC 3400,280,"[-36.7003034, 142.1964069]",2,1,1,Apartment / Unit / Flat,Wes Davidson Real Estate,3400.0
11395,77 Wawunna Road Horsham VIC 3400,250,"[-36.7031565, 142.1958681]",2,1,−,House,Wes Davidson Real Estate,3400.0
11396,18 Penny Avenue Horsham VIC 3400,380,"[-36.7247132, 142.1804055]",3,1,2,House,Gerry Smith & Co,3400.0
11397,1/13 Bodey Court Horsham VIC 3400,480,"[-36.712651, 142.1813749]",3,2,2,Townhouse,Wes Davidson Real Estate,3400.0
11398,1/8 Dougherty Street Horsham VIC 3400,0,"[-36.7129451, 142.185595]",3,2,1,Townhouse,Gerry Smith & Co,3400.0
11399,3 Wirth Court Horsham VIC 3400,450,"[-36.7154706, 142.1775725]",3,2,2,House,Gerry Smith & Co,3400.0
11400,4/12 Wallis Street Horsham VIC 3400,400,"[-36.71226680000001, 142.1959386]",2,1,1,Townhouse,Gerry Smith & Co,3400.0
11401,2/8 Burgess Street Horsham VIC 3400,280,"[-36.7105615, 142.188528]",2,1,1,Apartment / Unit / Flat,Wes Davidson Real Estate,3400.0
11402,6/9 Begg Street Horsham VIC 3400,240,"[-36.7101844, 142.1905772]",2,1,1,Apartment / Unit / Flat,Wes Davidson Real Estate,3400.0
11403,2/9 Begg Street Horsham VIC 3400,250,"[-36.7105713, 142.1905941]",2,1,1,Apartment / Unit / Flat,Wes Davidson Real Estate,3400.0
11404,1/40 Wawunna Road Horsham VIC 3400,310,"[-36.7036862, 142.1964222]",2,1,1,House,Gerry Smith & Co,3400.0
11405,SSC/17 River Road Horsham VIC 3400,0,"[-36.7254587, 142.2015646]",1,1,−,House,Garden Villages,3400.0
11406,28/17 River Road Horsham VIC 3400,0,"[-36.7249962, 142.2016052]",1,1,−,House,Garden Villages,3400.0
11407,75 Albert Street Horsham VIC 3400,320,"[-36.6990459, 142.2051898]",3,1,3,House,Horsham Real Estate,3400.0
11408,20 Edward Street Horsham VIC 3400,310,"[-36.70440310000001, 142.1926724]",3,1,2,House,Horsham Real Estate,3400.0
11409,1 O'Connor Street Horsham VIC 3400,380,"[-36.7086796, 142.1914002]",3,1,−,House,Ray White Horsham,3400.0
11410,16 Bowden Street Horsham VIC 3400,470.00,"[-36.7108511, 142.2034046]",House,Harcourts Horsham,3400,,,
11411,2/9 Barton Drive Horsham VIC 3400,360.00,"[-36.7252213, 142.2102436]",3,2,−,House,Harcourts Horsham,3400.0
11412,16 Philip Street Horsham VIC 3400,275,"[-36.7181447, 142.182867]",3,1,1,House,Ray White Horsham,3400.0
11413,61 Waterlinks Esplanade Horsham VIC 3400,500,"[-36.7178336, 142.214464]",4,2,−,House,Harcourts Horsham,3400.0
11414,2/157 Baillie Street Horsham VIC 3400,430,"[-36.7119924, 142.2004039]",2,2,−,Apartment / Unit / Flat,Horsham Real Estate,3400.0
11415,2/15 Schwarz Avenue Horsham VIC 3400,230,"[-36.7158565, 142.1848639]",2,1,1,Apartment / Unit / Flat,Horsham Real Estate,3400.0
11416,14 Vine Avenue Horsham VIC 3400,260.00,"[-36.729678, 142.2100456]",1,−,−,House,Harcourts Horsham,3400.0
11417,37B Wotonga Drive Horsham VIC 3400,450.00,"[-36.7241197, 142.1948187]",Townhouse,Harcourts Horsham,3400,,,
11418,84 Albert Street Horsham VIC 3400,250,"[-36.6980043, 142.2058951]",3,1,1,House,Horsham Real Estate,3400.0
11419,1/9 Young Street Horsham VIC 3400,300,"[-36.7270003, 142.2084587]",3,1,1,Apartment / Unit / Flat,Horsham Real Estate,3400.0
11420,547 Horsham Noradjuha Road Horsham VIC 3400,600,"[-36.7813095, 142.0921544]",4,2,2,House,Ray White Horsham,3400.0
11421,2/26 Philip Street Horsham VIC 3400,295,"[-36.7174633, 142.182239]",2,1,2,Apartment / Unit / Flat,Horsham Real Estate,3400.0
11422,131 Barrs Road Horsham VIC 3400,320,"[-36.7882751, 142.0336453]",3,1,1,House,Ray White Horsham,3400.0
11423,7 Knight Place Horsham VIC 3400,340,"[-36.6991409, 142.2065174]",3,1,2,House,Horsham Real Estate,3400.0
11424,3A Carr Street Horsham VIC 3400,0,"[-36.7132788, 142.213798]",3,2,2,Townhouse,Horsham Real Estate,3400.0
11425,4 Barton Drive Horsham VIC 3400,450,"[-36.7257126, 142.2109361]",3,2,2,House,Harcourts Horsham,3400.0
11426,2/5 Pynsent Street Horsham VIC 3400,300,"[-36.7158184, 142.2043571]",2,1,1,Apartment / Unit / Flat,Harcourts Horsham,3400.0
11427,6/3 Tydeman Street Horsham VIC 3400,360,"[-36.7246448, 142.1859796]",2,1,−,Townhouse,Harcourts Horsham,3400.0
11428,18 Searle Street Horsham VIC 3400,380,"[-36.7096077, 142.2036963]",3,1,−,House,Harcourts Horsham,3400.0
11429,19a Derry Parade Horsham VIC 3400,330,"[-36.73281619999999, 142.2079883]",3,1,−,Townhouse,Harcourts Horsham,3400.0
11430,4/40 Wawunna Road Horsham VIC 3400,290,"[-36.70368819999999, 142.19669]",2,1,1,Apartment / Unit / Flat,Horsham Real Estate,3400.0
11431,37B Wotonga Drive Horsham VIC 3400,450,"[-36.7241197, 142.1948187]",−,1,−,Apartment / Unit / Flat,Horsham Real Estate,3400.0
11432,8/105 Main Street Natimuk VIC 3409,200,"[-36.7429044, 141.9398326]",1,1,1,House,Harcourts Horsham,3409.0
11433,97 Wimmera Street Dimboola VIC 3414,250,"[-36.4502481, 142.0387357]",1,1,1,House,Westech Real Estate,3414.0
11434,26 Hindmarsh Street Dimboola VIC 3414,240,"[-36.45431320000001, 142.0320313]",3,1,1,House,Westech Real Estate,3414.0
11435,31 Townsend Street Nhill VIC 3418,250,"[-36.3373331, 141.6592444]",2,1,2,House,Westech Real Estate,3418.0
11436,2/46 KING STREET Rainbow VIC 3424,130,"[-35.8929923, 141.9953814]",1,1,1,Apartment / Unit / Flat,NorthWest Real Estate,3424.0
11437,5/2 Sanders Street Rainbow VIC 3424,100,"[-35.9036426, 141.9934533]",−,1,1,Studio,NorthWest Real Estate,3424.0
11438,23 Splendour Circuit Diggers Rest VIC 3427,420,"[-37.6236185, 144.7012743]",3,2,2,House,First National Real Estate D & K ,3427.0
11439,7 Jonquil Walk Diggers Rest VIC 3427,460,"[-37.6225721, 144.7054648]",4,2,2,Townhouse,Raine & Horne Sunbury,3427.0
11440,8 Search Road Diggers Rest VIC 3427,370,"[-37.622347, 144.7147979]",3,1,2,House,Leading Real Estate Sunbury Pty Ltd,3427.0
11441,6 Respite Way Diggers Rest VIC 3427,480,"[-37.6218925, 144.7007726]",4,2,2,House,Leading Real Estate Sunbury Pty Ltd,3427.0
11442,22 Fairfield Crescent Diggers Rest VIC 3427,500,"[-37.627764, 144.7143479]",4,2,3,House,Ray White Preston,3427.0
11443,9 Wine Place Diggers Rest VIC 3427,410,"[-37.6140949, 144.7043617]",3,2,1,House,Barry Plant Sunbury,3427.0
11444,5 Screen Road Diggers Rest VIC 3427,360,"[-37.62287730000001, 144.7130392]",3,1,2,House,Stockdale & Leggo Laverton / Altona / Point Cook,3427.0
11445,25 Browning Street Diggers Rest VIC 3427,420,"[-37.6257659, 144.7145599]",3,2,1,House,Reliance Sunbury,3427.0
11446,12 Geranium Drive Sunbury VIC 3429,560,"[-37.5597118, 144.7308163]",4,2,2,House,Raine & Horne Sunbury,3429.0
11447,12 Magdalene Court Sunbury VIC 3429,475,"[-37.5778296, 144.75633]",4,2,2,House,Raine & Horne Sunbury,3429.0
11448,2 Sweep Court Sunbury VIC 3429,500,"[-37.5923182, 144.6973846]",4,2,2,House,Raine & Horne Sunbury,3429.0
11449,54 Wedmore Crescent Sunbury VIC 3429,550,"[-37.560784, 144.6954548]",4,2,2,House,Raine & Horne Sunbury,3429.0
11450,9/39 Cornish Street Sunbury VIC 3429,0,"[-37.5752192, 144.7187443]",2,1,1,House,Raine & Horne Sunbury,3429.0
11451,12 Jersey Drive Sunbury VIC 3429,520,"[-37.5980638, 144.7115594]",4,2,2,House,Raine & Horne Sunbury,3429.0
11452,145 PHILLIP DRIVE Sunbury VIC 3429,435,"[-37.5667437, 144.6978135]",4,2,2,House,Raine & Horne Sunbury,3429.0
11453,2/168 O'Shanassy Street Sunbury VIC 3429,400,"[-37.584272, 144.727176]",2,1,1,Apartment / Unit / Flat,Raine & Horne Sunbury,3429.0
11454,26A Forrest Street Sunbury VIC 3429,260,"[-37.5798717, 144.7105515]",2,1,1,Apartment / Unit / Flat,Raine & Horne Sunbury,3429.0
11455,8 Sorrel Circuit Sunbury VIC 3429,480,"[-37.5579191, 144.7319738]",4,2,2,House,Ray White Caroline Springs ,3429.0
11456,5 Bridle Street Sunbury VIC 3429,580,"[-37.5554241, 144.7231919]",4,2,2,House,Raine & Horne Sunbury,3429.0
11457,6/10-12 Horne Street Sunbury VIC 3429,370,"[-37.57680300000001, 144.727602]",2,1,1,Apartment / Unit / Flat,Leading Real Estate Sunbury Pty Ltd,3429.0
11458,50 Spavin Drive Sunbury VIC 3429,"1,000","[-37.5584061, 144.7181972]",4,2,12,House,Ray White Sunbury Pty Ltd,3429.0
11459,18 Towerbridge Rise Sunbury VIC 3429,650,"[-37.6013945, 144.7324079]",4,2,5,House,Ray White Sunbury Pty Ltd,3429.0
11460,1/32 Barkly Street Sunbury VIC 3429,325.00,"[-37.5818222, 144.7309492]",2,1,1,House,Brad Teal Woodards Sunbury,3429.0
11461,54 Light Horse Circuit Sunbury VIC 3429,430,"[-37.5864175, 144.7041608]",3,2,2,House,hockingstuart Melton,3429.0
11462,22 Riddell Road Sunbury VIC 3429,340,"[-37.5739781, 144.7263373]",3,2,1,House,Ray White Sunbury Pty Ltd,3429.0
11463,8 Grenache Court Sunbury VIC 3429,580.00,"[-37.564863, 144.7512232]",4,2,2,House,Brad Teal Woodards Sunbury,3429.0
11464,26 Heysen Dr Sunbury VIC 3429,390,"[-37.574519, 144.7081495]",3,1,2,House,Easy Sell Rent,3429.0
11465,3/22 Riddell Road Sunbury VIC 3429,220,"[-37.5739781, 144.7263373]",1,1,−,Apartment / Unit / Flat,Ray White Sunbury Pty Ltd,3429.0
11466,32 Saxonwood Drive Sunbury VIC 3429,580,"[-37.5566536, 144.7065626]",5,3,2,House,Leading Real Estate Sunbury Pty Ltd,3429.0
11467,21 Goshawk Road Sunbury VIC 3429,530,"[-37.603025, 144.7612935]",4,2,4,House,Ray White Sunbury Pty Ltd,3429.0
11468,11 Gruner Street Sunbury VIC 3429,370,"[-37.575326, 144.7105086]",3,1,6,House,Ray White Sunbury Pty Ltd,3429.0
11469,41 Lawson Street Sunbury VIC 3429,400.00,"[-37.5846708, 144.7145405]",3,3,1,House,Brad Teal Woodards Sunbury,3429.0
11470,5 Kenway Street Sunbury VIC 3429,830,"[-37.5538819, 144.7302627]",6,3,2,Acreage / Semi-Rural,Area Specialist Footscray,3429.0
11471,21 Miller Street Sunbury VIC 3429,460,"[-37.5811127, 144.7210178]",4,2,2,House,Raine & Horne Sunbury,3429.0
11472,29 Curtis Avenue Sunbury VIC 3429,580,"[-37.574909, 144.7475113]",4,2,4,House,Leading Real Estate Sunbury Pty Ltd,3429.0
11473,5/167-173 Oshanassy Street Sunbury VIC 3429,440,"[-37.5850702, 144.727544]",3,1,3,Townhouse,Real Estate Yourself,3429.0
11474,54 Betula Terrace Sunbury VIC 3429,645,"[-37.5930382, 144.7206301]",3,2,2,House,Raine & Horne Sunbury,3429.0
11475,45 Ruthven Street Sunbury VIC 3429,450,"[-37.5701532, 144.7244497]",4,2,3,House,YPA SUNBURY,3429.0
11476,29/14 Outlook Way Sunbury VIC 3429,390,"[-37.59469480000001, 144.7244068]",3,2,1,Townhouse,Stockdale & Leggo Craigieburn/Mickleham,3429.0
11477,1 Fowler Walk Sunbury VIC 3429,495,"[-37.610586, 144.7216827]",3,2,2,House,YPA SUNBURY,3429.0
11478,6 Adams Ct Sunbury VIC 3429,350,"[-37.5889185, 144.710723]",4,1,−,House,YPA SUNBURY,3429.0
11479,32 Healy Avenue Sunbury VIC 3429,560,"[-37.58776400000001, 144.7058179]",4,2,2,House,Barry Plant Sunbury,3429.0
11480,18 Wicket Street Sunbury VIC 3429,430,"[-37.5935311, 144.6998077]",3,2,2,House,YPA SUNBURY,3429.0
11481,167 Gap Road Sunbury VIC 3429,390,"[-37.5785517, 144.7071202]",3,1,2,House,YPA SUNBURY,3429.0
11482,99 Charter Rd W Sunbury VIC 3429,420,"[-37.5805654, 144.6971488]",3,2,1,House,YPA SUNBURY,3429.0
11483,16 Counihan Street Sunbury VIC 3429,430,"[-37.5753126, 144.7058764]",4,2,2,House,Barry Plant Sunbury,3429.0
11484,47 Heysen Dr Sunbury VIC 3429,390,"[-37.5743053, 144.706777]",4,1,1,House,YPA SUNBURY,3429.0
11485,50/6-16 Anderson Road Sunbury VIC 3429,345,"[-37.5762975, 144.7189042]",2,1,−,Terrace,YPA SUNBURY,3429.0
11486,2 Drysdale Street Sunbury VIC 3429,350,"[-37.5762987, 144.7002151]",3,1,2,House,Barry Plant Sunbury,3429.0
11487,97 Main Road Riddells Creek VIC 3431,450,"[-37.459701, 144.6813685]",5,2,2,House,TTS Real Estate,3431.0
11488,55 Mahoneys Road Riddells Creek VIC 3431,400,"[-37.4594688, 144.6790318]",3,1,−,House,Raine & Horne Gisborne,3431.0
11489,16 Bluegum Circuit Riddells Creek VIC 3431,600.00,"[-37.4572799, 144.6888938]",4,2,2,House,RT Edgar Macedon Ranges Gisborne,3431.0
11490,174B Main Road Riddells Creek VIC 3431,625.00,"[-37.4545703, 144.6861066]",5,2,2,House,Brad Teal Woodards Gisborne,3431.0
11491,1/61 Mahoneys Road Riddells Creek VIC 3431,460,"[-37.4590138, 144.679448]",3,1,1,Apartment / Unit / Flat, TCC Real Estate,3431.0
11492,702 Chintin Road Monegeetta VIC 3433,520,"[-37.4108174, 144.8060416]",3,1,−,House,Ray White Romsey,3433.0
11493,1/401 Black Range Road Romsey VIC 3434,400.00,"[-37.3721162, 144.7130742]",2,1,2,Apartment / Unit / Flat,Jellis Craig Woodend,3434.0
11494,31 Madigan Road Lancefield VIC 3435,510,"[-37.2844387, 144.728895]",4,2,2,House,Ray White Romsey,3435.0
11495,15 Lineham Street Lancefield VIC 3435,550,"[-37.283293, 144.7285665]",4,2,2,House,LJ Hooker Wallan,3435.0
11496,8 Keily Road Gisborne VIC 3437,500,"[-37.494211, 144.5973941]",3,2,2,House,Raine & Horne Gisborne,3437.0
11497,4 Watt Street Gisborne VIC 3437,0,"[-37.4899305, 144.5971157]",3,2,2,House,RT Edgar Macedon Ranges Gisborne,3437.0
11498,3/36 Goode Street Gisborne VIC 3437,400.00,"[-37.4888355, 144.5859315]",2,1,1,Apartment / Unit / Flat,RT Edgar Macedon Ranges Gisborne,3437.0
11499,8 Morrow Road Gisborne VIC 3437,480,"[-37.4753363, 144.5942674]",3,1,−,House,Raine & Horne Gisborne,3437.0
11500,17 Alcheringa Court Gisborne VIC 3437,700,"[-37.50544680000001, 144.5840313]",4,2,2,House,Raine & Horne Gisborne,3437.0
11501,45 Sunny Park Close Gisborne VIC 3437,470.00,"[-37.4804161, 144.6015062]",3,2,2,House,RT Edgar Macedon Ranges Gisborne,3437.0
11502,47 Grant Avenue Gisborne VIC 3437,470.00,"[-37.4961637, 144.5956577]",3,2,2,House,RT Edgar Macedon Ranges Gisborne,3437.0
11503,25 Lyell Street Gisborne VIC 3437,480.00,"[-37.48636430000001, 144.5845452]",3,1,2,House,Brad Teal Woodards Gisborne,3437.0
11504,21 Morrow Road Gisborne VIC 3437,750,"[-37.47623189999999, 144.5962377]",3,1,2,House, TCC Real Estate,3437.0
11505,12/3 Hamilton Street Gisborne VIC 3437,280,"[-37.4885886, 144.5929926]",1,1,−,Apartment / Unit / Flat,Kennedy & Hunt Real Estate,3437.0
11506,20 Scenic Court Gisborne VIC 3437,450,"[-37.483218, 144.5983793]",3,1,1,House,Ray White Bacchus Marsh,3437.0
11507,141 Emmeline Drive Gisborne VIC 3437,800,"[-37.4952882, 144.6158866]",4,2,4,House,Kennedy & Hunt Real Estate,3437.0
11508,15 Nelson Court Gisborne VIC 3437,730.00,"[-37.4897698, 144.5753595]",4,2,2,House,Brad Teal Woodards Gisborne,3437.0
11509,28 Worcester Road Gisborne VIC 3437,600.00,"[-37.4962145, 144.5939676]",4,2,2,House,Brad Teal Woodards Gisborne,3437.0
11510,10 Thomas Place Gisborne VIC 3437,560,"[-37.5031448, 144.5945672]",3,2,2,House,Kennedy & Hunt Real Estate,3437.0
11511,23 Lyell Street Gisborne VIC 3437,450,"[-37.48640839999999, 144.5846737]",3,1,2,House,Kennedy & Hunt Real Estate,3437.0
11512,11 Grant Avenue Gisborne VIC 3437,570.00,"[-37.4933632, 144.5955694]",4,2,1,House,Brad Teal Woodards Gisborne,3437.0
11513,160 Aitken Street Gisborne VIC 3437,630.00,"[-37.4994193, 144.5883997]",4,3,3,House,Brad Teal Woodards Gisborne,3437.0
11514,2/31 Prince Street Gisborne VIC 3437,300,"[-37.4888069, 144.5882653]",2,1,−,Apartment / Unit / Flat,Nelson Alexander Essendon,3437.0
11515,4/48-50 Stephen Street Gisborne VIC 3437,470,"[-37.4898988, 144.5834937]",3,2,2,House,Raine & Horne Gisborne,3437.0
11516,26 Mount Vista Close New Gisborne VIC 3438,600,"[-37.46982879999999, 144.6017632]",3,2,2,House,Kennedy & Hunt Real Estate,3438.0
11517,16 Kiwi Court New Gisborne VIC 3438,640.00,"[-37.4675766, 144.6018061]",3,2,2,House,Brad Teal Woodards Gisborne,3438.0
11518,44 Margaret Street Macedon VIC 3440,500,"[-37.4216754, 144.5634346]",3,2,4,House,Kennedy & Hunt Real Estate,3440.0
11519,10 Hendley Street Woodend VIC 3442,430,"[-37.3545902, 144.52093]",3,1,1,House,Raine & Horne Gisborne,3442.0
11520,5 South Road Woodend VIC 3442,560.00,"[-37.36899289999999, 144.5276489]",3,2,1,House,Jellis Craig Woodend,3442.0
11521,16 Tree Change Way Woodend VIC 3442,530,"[-37.3389386, 144.5377495]",4,2,2,House,Raine & Horne Gisborne,3442.0
11522,30 Brewster Street Woodend VIC 3442,480,"[-37.3512651, 144.5358871]",3,2,1,House,Ray White Kyneton,3442.0
11523,1/33 Lowry Drive Woodend VIC 3442,0,"[-37.3652409, 144.5579544]",1,1,2,Apartment / Unit / Flat,Jellis Craig Woodend,3442.0
11524,2/2 Pyke Street Woodend VIC 3442,435.00,"[-37.3565301, 144.5318357]",2,1,1,Apartment / Unit / Flat,RT Edgar Macedon Ranges,3442.0
11525,2/19 Wood Street Woodend VIC 3442,465.00,"[-37.3589848, 144.53222]",3,1,1,Apartment / Unit / Flat,RT Edgar Macedon Ranges,3442.0
11526,4/1891 Mount Macedon Road Woodend VIC 3442,440.00,"[-37.3609211, 144.5414918]",2,1,2,Apartment / Unit / Flat,RT Edgar Macedon Ranges,3442.0
11527,2101 Lyell Road Redesdale VIC 3444,430,"[-37.0183973, 144.5228375]",4,1,4,House,Ray White Kyneton,3444.0
11528,2/31 Bourke Street Kyneton VIC 3444,415.00,"[-37.2548806, 144.4666223]",2,2,2,Townhouse,RT Edgar Macedon Ranges,3444.0
11529,22 Clowes Street Kyneton VIC 3444,540,"[-37.2527536, 144.448343]",4,2,2,House,Ray White Kyneton,3444.0
11530,1/34 Jennings Street Kyneton VIC 3444,330.00,"[-37.2470199, 144.4493695]",2,1,1,Apartment / Unit / Flat,RT Edgar Macedon Ranges,3444.0
11531,3 Lauriston Street Kyneton VIC 3444,420,"[-37.2475668, 144.4543723]",3,1,2,House,Ray White Kyneton,3444.0
11532,5/80 Beauchamp Street Kyneton VIC 3444,295.00,"[-37.2414568, 144.450739]",2,1,1,Apartment / Unit / Flat,RT Edgar Macedon Ranges,3444.0
11533,3/31 Baynton Street Kyneton VIC 3444,0,"[-37.249118, 144.448973]",3,1,1,House,Ray White Kyneton,3444.0
11534,42 Warren Street Kyneton VIC 3444,490,"[-37.2505616, 144.4657032]",3,2,3,House,Ray White Kyneton,3444.0
11535,2/14 Welsh Street Kyneton VIC 3444,370.00,"[-37.25100279999999, 144.4550344]",2,1,1,Apartment / Unit / Flat,Jellis Craig Woodend,3444.0
11536,22 Welsh Street Kyneton VIC 3444,420,"[-37.25096020000001, 144.4556174]",2,1,2,House,Ray White Kyneton,3444.0
11537,20A Urquhart Street Castlemaine VIC 3450,485,"[-37.0658166, 144.2224032]",2,1,1,House,Cantwell Property Castlemaine,3450.0
11538,40 Carol Street Castlemaine VIC 3450,495,"[-37.0451545, 144.2278819]",4,2,1,House,Cantwell Property Castlemaine,3450.0
11539,19 Charles Street Castlemaine VIC 3450,365.00,"[-37.0618817, 144.2071416]",3,1,2,House,Jellis Craig Castlemaine,3450.0
11540,5 Treasure Street Castlemaine VIC 3450,0,"[-37.07166290000001, 144.2349387]",1,1,−,Apartment / Unit / Flat,Cantwell Property Castlemaine,3450.0
11541,62 Urquhart Street Castlemaine VIC 3450,420,"[-37.0599407, 144.2234265]",3,1,2,House,Cantwell Property Castlemaine,3450.0
11542,12 Franzi Street Guildford VIC 3451,450,"[-37.1481296, 144.1619282]",3,2,2,House,Waller Realty Pty Ltd,3451.0
11543,Golden Point VIC 3451,0,"[-37.0665813, 144.2756927]",4,2,2,House,First Step Homes 4U,3451.0
11544,23 Pippin Court Harcourt VIC 3453,495,"[-36.9995802, 144.2603385]",4,2,2,House,Cantwell Property Castlemaine,3453.0
11545,9 Albert Street Trentham VIC 3458,430.00,"[-37.3881239, 144.3224968]",2,1,−,House,Jellis Craig Woodend,3458.0
11546,1 Gamble Street Trentham VIC 3458,0,"[-37.3918149, 144.3262296]",3,1,2,House,Belle Property Daylesford,3458.0
11547,4/12 Albert Street Trentham VIC 3458,650.00,"[-37.3877059, 144.3225289]",3,2,2,House,Belle Property Daylesford,3458.0
11548,23 Sullivan Street Daylesford VIC 3460,560,"[-37.35438, 144.1494894]",2,1,1,House,Biggin & Scott Daylesford,3460.0
11549,18 North St Daylesford VIC 3460,450,"[-37.3307023, 144.1450454]",3,2,−,House,Stockdale & Leggo Daylesford,3460.0
11550,51a Main Road Hepburn Springs VIC 3461,585,"[-37.3195082, 144.1399061]",3,2,2,House,Belle Property Daylesford,3461.0
11551,2475 Ballan-Daylesford Rd Sailors Falls VIC 3461,450,"[-37.3871574, 144.121963]",1,1,4,House,Stockdale & Leggo Daylesford,3461.0
11552,41 Burke Street Baringhup VIC 3463,395,"[-36.9821581, 143.9710901]",3,2,2,House,Waller Realty Pty Ltd,3463.0
11553,17 Parkins Reef Road Maldon VIC 3463,380,"[-37.0068954, 144.0640086]",2,1,3,House,Waller Realty Pty Ltd,3463.0
11554,143 High Street Maldon VIC 3463,320,"[-36.9904809, 144.0646429]",2,1,2,House,Waller Realty Pty Ltd,3463.0
11555,113 Avoca Crescent Maryborough VIC 3465,290,"[-37.056034, 143.7356231]",2,1,−,House,Maryborough First National,3465.0
