,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode
11183,704 Ascot Street South Redan VIC 3350,350,"[-37.575569, 143.8413652]",2,2,2,House,Harcourts Ballarat,3350.0
11184,203 Clyde Street Soldiers Hill VIC 3350,310.00,"[-37.54803280000001, 143.8554949]",2,1,−,House,Buxton Ballarat,3350.0
11185,72 Warburton Drive Lucas VIC 3350,530,"[-37.5494654, 143.7776439]",4,2,2,House,Ray White Ballarat,3350.0
11186,12A Ludbrook Court Brown Hill VIC 3350,370.00,"[-37.5576903, 143.9029613]",3,1,2,House,Buxton Ballarat,3350.0
11187,28 Eureka Gardens Eureka VIC 3350,380.00,"[-37.5673042, 143.8849595]",3,2,1,House,Buxton Ballarat,3350.0
11188,6 Pryor Street Mount Pleasant VIC 3350,350,"[-37.5798413, 143.8509969]",3,1,2,House,Harcourts Ballarat,3350.0
11189,6/14 Rattray Court Canadian VIC 3350,380,"[-37.5741038, 143.8871442]",3,1,2,Townhouse,Wilson Estate Agents Pty Ltd,3350.0
11190,3/1127 Geelong Road Mount Clear VIC 3350,365,"[-37.5981104, 143.8685471]",3,1,2,Townhouse,Wilson Estate Agents Pty Ltd,3350.0
11191,615 Peel Street North Black Hill VIC 3350,350,"[-37.5478208, 143.8663167]",3,1,1,House,Wilson Estate Agents Pty Ltd,3350.0
11192,5 Fawkner Street Ballarat Central VIC 3350,360.00,"[-37.5723631, 143.8515061]",3,1,1,House,Ballarat Real Estate,3350.0
11193,2/9 Winter Street Redan VIC 3350,320.00,"[-37.5711005, 143.8341441]",2,1,1,Apartment / Unit / Flat,PRDnationwide Ballarat,3350.0
11194,708 Tress Street Mount Pleasant VIC 3350,350.00,"[-37.5758723, 143.8584655]",3,1,2,House,PRDnationwide Ballarat,3350.0
11195,2 Cordover Court Alfredton VIC 3350,450.00,"[-37.5571568, 143.8064127]",4,2,2,House,Buxton Ballarat,3350.0
11196,12 Cuthberts Road Alfredton VIC 3350,350,"[-37.5547889, 143.8114171]",3,2,2,House,Harcourts Ballarat,3350.0
11197,2/513 Windermere Street Ballarat Central VIC 3350,330.00,"[-37.5722968, 143.8441231]",2,1,1,House,PRDnationwide Ballarat,3350.0
11198,1a Jack Court Alfredton VIC 3350,320,"[-37.5567033, 143.8022568]",2,1,1,Apartment / Unit / Flat,Ray White Ballarat,3350.0
11199,2/710 Howard Street Soldiers Hill VIC 3350,385,"[-37.54556480000001, 143.8535429]",2,2,1,Townhouse,Totally Real Estate Pty Ltd,3350.0
11200,2 Dean Street Lucas VIC 3350,465.00,"[-37.5423897, 143.7732444]",4,2,2,House,Buxton Ballarat,3350.0
11201,8 Goldwood Drive Alfredton VIC 3350,440.00,"[-37.5484105, 143.8083635]",4,2,3,House,Ballarat Real Estate,3350.0
11202,57 Dyson Drive Alfredton VIC 3350,440,"[-37.550549, 143.7860381]",4,2,2,House,Jellis Craig Ballarat,3350.0
11203,1 Ida Street Black Hill VIC 3350,400.00,"[-37.5517355, 143.869797]",4,1,3,House,Buxton Ballarat,3350.0
11204,803 Doveton Street North Soldiers Hill VIC 3350,375.00,"[-37.5449579, 143.8576505]",3,1,1,House,Ballarat Real Estate,3350.0
11205,1130 Armstrong Street Ballarat North VIC 3350,300.00,"[-37.5368943, 143.8611815]",2,1,2,House,Ballarat Real Estate,3350.0
11206,23 Junction Street Newington VIC 3350,380,"[-37.562236, 143.8342377]",3,1,−,House,Wilson Estate Agents Pty Ltd,3350.0
11207,4 Windsor Avenue Alfredton VIC 3350,370,"[-37.5486993, 143.7998397]",4,2,2,House,Ray White Ballarat,3350.0
11208,307 Joseph Street Canadian VIC 3350,395.00,"[-37.5770491, 143.8774371]",3,2,2,House,Ballarat Real Estate,3350.0
11209,8 Otway Street South Ballarat East VIC 3350,395.00,"[-37.562554, 143.875145]",4,1,1,House,PRDnationwide Ballarat,3350.0
11210,217 Lydiard Street Soldiers Hill VIC 3350,800,"[-37.55666069999999, 143.8583381]",4,2,1,House,McGrath Ballarat,3350.0
11211,1/34 Learmonth Street Alfredton VIC 3350,490,"[-37.5652069, 143.8108053]",2,1,−,Townhouse,Wilson Estate Agents Pty Ltd,3350.0
11212,5 McCallum Street Lucas VIC 3350,380.00,"[-37.5492524, 143.7764781]",3,2,2,House,Buxton Ballarat,3350.0
11213,18 Latitude Court Ballarat East VIC 3350,320,"[-37.5679841, 143.8736594]",2,1,1,Apartment / Unit / Flat,Jellis Craig Ballarat,3350.0
11214,318 Talbot Street South Ballarat Central VIC 3350,315,"[-37.5679152, 143.8410682]",2,1,3,House,Jellis Craig Ballarat,3350.0
11215,4/915 Armstrong Street North Ballarat North VIC 3350,250.00,"[-37.5421519, 143.859396]",2,1,1,House,Buxton Ballarat,3350.0
11216,1805 Sturt Street Alfredton VIC 3350,520,"[-37.5490286, 143.8020024]",4,2,4,House,Jellis Craig Ballarat,3350.0
11217,6 Frank Street Ballarat Central VIC 3350,750,"[-37.5558883, 143.8499785]",4,2,2,House,Jellis Craig Ballarat,3350.0
11218,115 Moola Street Black Hill VIC 3350,380.00,"[-37.5422231, 143.8772013]",3,1,2,House,Ballarat Real Estate,3350.0
11219,15 Ron Court Canadian VIC 3350,310.00,"[-37.5822717, 143.8770127]",2,2,1,House,Buxton Ballarat,3350.0
11220,21 Evans Way Lucas VIC 3350,480,"[-37.5429702, 143.7690314]",4,2,2,House,Ballarat Real Estate,3350.0
11221,1/12 Stanbury Avenue Canadian VIC 3350,293.00,"[-37.58615169999999, 143.8658923]",3,1,2,House,Buxton Ballarat,3350.0
11222,8 Ron Court Canadian VIC 3350,320.00,"[-37.5819237, 143.8770551]",2,2,1,Townhouse,PRDnationwide Ballarat,3350.0
11223,4 Logan Court Mount Helen VIC 3350,580,"[-37.6289012, 143.8738292]",4,2,2,House,Bartrop Real Estate,3350.0
11224,2 Baird Street Ballarat Central VIC 3350,330.00,"[-37.5498246, 143.8519304]",3,1,−,House,Buxton Ballarat,3350.0
11225,7 Waller Avenue Newington VIC 3350,420.00,"[-37.5702907, 143.8359771]",3,1,1,House,Buxton Ballarat,3350.0
11226,701 Cosmopolitan Place Ballarat Central VIC 3350,350,"[-37.5662968, 143.8429259]",3,1,2,House,Harcourts Ballarat,3350.0
11227,323 Humffray St N Brown Hill VIC 3350,400.00,"[-37.5535597, 143.8866063]",3,1,2,House,PRDnationwide Ballarat,3350.0
11228,3/503 Lydiard Street North Soldiers Hill VIC 3350,420.00,"[-37.550643, 143.8595852]",3,2,1,Townhouse,PRDnationwide Ballarat,3350.0
11229,106/18-22 Wendouree Parade Lake Wendouree VIC 3350,510,"[-37.5542795, 143.8432108]",3,2,1,Apartment / Unit / Flat,Jellis Craig Ballarat,3350.0
11230,831 Barkly Street Mount Pleasant VIC 3350,320.00,"[-37.5775953, 143.8533732]",4,1,1,House,Buxton Ballarat,3350.0
11231,119 Clyde Street Soldiers Hill VIC 3350,395.00,"[-37.5490472, 143.8552827]",3,1,2,House,PRDnationwide Ballarat,3350.0
11232,333 Richards Street Ballarat East VIC 3350,350,"[-37.5730998, 143.8884743]",3,1,1,House,Harcourts Ballarat,3350.0
11233,304 Cobden Street Mount Pleasant VIC 3350,380,"[-37.5772395, 143.8566831]",3,1,3,House,Jellis Craig Ballarat,3350.0
11234,19 Echo Place Alfredton VIC 3350,355,"[-37.5563183, 143.7904476]",2,2,1,Townhouse,Harcourts Ballarat,3350.0
11235,6/33 Tremain Drive Lucas VIC 3350,385.00,"[-37.5435011, 143.7802723]",3,2,2,House,PRDnationwide Ballarat,3350.0
11236,32a Hopetoun Street Ballarat East VIC 3350,390,"[-37.5615636, 143.876852]",3,2,1,Townhouse,Ray White Ballarat,3350.0
11237,314 Cuthberts Road Lucas VIC 3350,450.00,"[-37.5516007, 143.7840879]",4,2,2,House,PRDnationwide Ballarat,3350.0
11238,804 Tress Street Mount Pleasant VIC 3350,370,"[-37.5776064, 143.8563861]",3,1,1,House,Jellis Craig Ballarat,3350.0
11239,617 Laurie Street Golden Point VIC 3350,380,"[-37.5737423, 143.8595264]",2,1,2,House,Jellis Craig Ballarat,3350.0
11240,330 Peel Street Black Hill VIC 3350,450,"[-37.5547044, 143.8655528]",4,1,4,House,Barry Plant Ballarat,3350.0
11241,1103 Doveton Street North Ballarat North VIC 3350,290,"[-37.5391362, 143.8588898]",3,1,1,House,McGrath Ballarat,3350.0
11242,1/10 Brooksbank Ct Black Hill VIC 3350,520.00,"[-37.5509655, 143.8773947]",4,2,1,House,PRDnationwide Ballarat,3350.0
11243,520 Ligar Street Soldiers Hill VIC 3350,410.00,"[-37.54957270000001, 143.8630488]",2,1,5,House,PRDnationwide Ballarat,3350.0
11244,50 George Street Eureka VIC 3350,430,"[-37.56330690000001, 143.8821702]",3,2,4,House,McGrath Ballarat,3350.0
11245,66 Lugano Avenue Alfredton VIC 3350,440.00,"[-37.5634529, 143.7894892]",4,2,2,House,Ballarat Real Estate,3350.0
11246,36 Corbett Street Ballarat East VIC 3350,320.00,"[-37.5605957, 143.8712401]",3,1,2,House,Buxton Ballarat,3350.0
11247,202a Lylia Avenue Mount Clear VIC 3350,440,"[-37.6065147, 143.8670382]",4,2,2,House,Harcourts Ballarat,3350.0
11248,4 Ada Rose Heights Brown Hill VIC 3350,410,"[-37.5580928, 143.9075594]",3,2,2,House,Jellis Craig Ballarat,3350.0
11249,13 Kernick Street Lucas VIC 3350,450.00,"[-37.5461923, 143.7717781]",4,2,2,House,Buxton Ballarat,3350.0
11250,21 Sutcliffe Street Lucas VIC 3350,450.00,"[-37.5495241, 143.7827312]",4,2,4,House,PRDnationwide Ballarat,3350.0
11251,1/8 Christine Avenue Alfredton VIC 3350,270.00,"[-37.5515975, 143.802596]",2,1,1,Apartment / Unit / Flat,PRDnationwide Ballarat,3350.0
11252,10 Oakbank Drive Mount Helen VIC 3350,470,"[-37.6180405, 143.8844837]",4,2,2,House,Jellis Craig Ballarat,3350.0
11253,1/1306 Mair Street Lake Wendouree VIC 3350,440,"[-37.5575946, 143.8413848]",2,1,1,Apartment / Unit / Flat,Harcourts Ballarat,3350.0
11254,3/21 Ainley Street Brown Hill VIC 3350,195.00,"[-37.5513073, 143.8914461]",1,1,1,Apartment / Unit / Flat,Ballarat Real Estate,3350.0
11255,528 Humffray Street South Golden Point VIC 3350,400,"[-37.5692657, 143.857744]",3,1,1,House,Barry Plant Ballarat,3350.0
11256,14 Faith Lane Bakery Hill VIC 3350,460,"[-37.5637199, 143.8677382]",3,2,1,House,Jellis Craig Ballarat,3350.0
11257,12 Leechs Lane Ballarat Central VIC 3350,430,"[-37.5622293, 143.854634]",3,2,1,Townhouse,Jellis Craig Ballarat,3350.0
11258,1003a Ripon Street South Redan VIC 3350,380,"[-37.580865, 143.8378653]",3,2,1,House,Ray White Ballarat,3350.0
11259,13 Sykes Avenue Mount Pleasant VIC 3350,330,"[-37.58436, 143.8526942]",3,1,2,House,Ballarat Real Estate,3350.0
11260,4/718 Chisholm Street Black Hill VIC 3350,300.00,"[-37.5503711, 143.8716351]",2,1,1,House,Buxton Ballarat,3350.0
11261,1324 Gregory Street Lake Wendouree VIC 3350,500,"[-37.5423108, 143.8362528]",4,2,2,House,Harcourts Ballarat,3350.0
11262,164 Shortridge Drive Lucas VIC 3350,420.00,"[-37.5472414, 143.7701059]",4,2,2,House,PRDnationwide Ballarat,3350.0
11263,15 Nyon Road Alfredton VIC 3350,430.00,"[-37.5633279, 143.7885131]",3,2,2,House,PRDnationwide Ballarat,3350.0
11264,33 Walters Way Alfredton VIC 3350,450,"[-37.5605227, 143.7901525]",4,2,2,House,Ray White Ballarat,3350.0
11265,302 Doveton Street North Soldiers Hill VIC 3350,400.00,"[-37.5543103, 143.8565134]",4,1,2,House,Ballarat Real Estate,3350.0
11266,503 Drummond Street South Redan VIC 3350,370,"[-37.5715382, 143.8457778]",3,1,2,House,Ray White Ballarat,3350.0
11267,26 Longley Street Alfredton VIC 3350,395.00,"[-37.5580057, 143.8167187]",3,2,1,House,PRDnationwide Ballarat,3350.0
11268,11 Obrien Drive Alfredton VIC 3350,430.00,"[-37.5662322, 143.7936554]",4,2,2,House,Buxton Ballarat,3350.0
11269,3 Kenny Street Ballarat East VIC 3350,350.00,"[-37.5586022, 143.8906606]",3,1,1,House,Buxton Ballarat,3350.0
11270,38 Anderson Street West Ballarat Central VIC 3350,350.00,"[-37.5669374, 143.8591078]",3,1,3,House,Ballarat Real Estate,3350.0
11271,120 Daylesford Road Brown Hill VIC 3350,330.00,"[-37.5492903, 143.9131436]",2,1,2,House,Buxton Ballarat,3350.0
11272,6 Semillon Grove Mount Clear VIC 3350,355,"[-37.5939844, 143.868651]",3,1,2,House,Harcourts Ballarat,3350.0
11273,8 Arthur Street Alfredton VIC 3350,340.00,"[-37.5567299, 143.8175245]",3,1,1,House,Ballarat Real Estate,3350.0
11274,20 Dawson Street South Ballarat Central VIC 3350,380,"[-37.563409, 143.8525669]",3,1,2,House,Jellis Craig Ballarat,3350.0
11275,29 Sweeney Street Black Hill VIC 3350,750.00,"[-37.5471785, 143.8677385]",6,3,2,House,Doepel Lilley & Taylor,3350.0
11276,85 Lofven Street Nerrina VIC 3350,400.00,"[-37.5462711, 143.8880285]",3,2,2,House,Buxton Ballarat,3350.0
11277,408 Peel Street North Black Hill VIC 3350,350,"[-37.5534614, 143.8657862]",3,1,2,House,Jellis Craig Ballarat,3350.0
11278,13A Brawn Avenue Lake Wendouree VIC 3350,450,"[-37.5445072, 143.8426709]",3,2,1,Townhouse,Jellis Craig Ballarat,3350.0
11279,61 Creekstone Drive Alfredton VIC 3350,450.00,"[-37.5574347, 143.7921964]",4,2,2,House,Hedley Perrett Real Estate,3350.0
11280,1/607 Talbot Street South Street Redan VIC 3350,280.00,"[-37.5737271, 143.840741]",2,1,1,House,Buxton Ballarat,3350.0
11281,7/18 Gale Street Canadian VIC 3350,380.00,"[-37.5801117, 143.874512]",3,2,2,House,Buxton Ballarat,3350.0
11282,2/15-19 Main Road Bakery Hill VIC 3350,330.00,"[-37.5634073, 143.8652913]",3,1,1,House,Buxton Ballarat,3350.0
11283,210 Lylia Avenue Mount Clear VIC 3350,360.00,"[-37.6071148, 143.8675051]",3,1,−,House,Buxton Ballarat,3350.0
11284,1/14 Aquila Court Ballarat North VIC 3350,270.00,"[-37.5436585, 143.8687382]",2,1,1,House,PRDnationwide Ballarat,3350.0
11285,106 Brittain Street Canadian VIC 3350,415,"[-37.5829279, 143.86046]",4,2,3,House,Barry Plant Ballarat,3350.0
11286,11 Kent Street Ballarat Central VIC 3350,465.00,"[-37.5635432, 143.839403]",4,2,2,House,Ballarat Real Estate,3350.0
11287,5 Ludbrook Court Brown Hill VIC 3350,420.00,"[-37.5576777, 143.9024639]",4,2,2,House,Buxton Ballarat,3350.0
11288,2 Viola Court Mount Helen VIC 3350,470.00,"[-37.621365, 143.8862455]",5,3,2,House,Buxton Ballarat,3350.0
11289,32 Glazebrook Street Ballarat East VIC 3350,460,"[-37.5618049, 143.8780393]",2,1,1,House,Barry Plant Ballarat,3350.0
11290,5 Highview Court Black Hill VIC 3350,440,"[-37.5455832, 143.8712798]",4,2,2,House,Harcourts Ballarat,3350.0
11291,59 Dyson Drive Alfredton VIC 3350,420,"[-37.5507368, 143.7859533]",3,2,2,House,Harcourts Ballarat,3350.0
11292,Ballarat Central VIC 3350,0,"[-37.5610117, 143.8549159]",4,2,2,House,Charles Knight Property,3350.0
11293,Ballarat Central VIC 3350,0,"[-37.5691087, 143.8563224]",4,2,2,House,First Step Homes 4U,3350.0
11294,Alfredton VIC 3350,0,"[-37.5691087, 143.8563224]",4,2,2,House,First Step Homes 4U,3350.0
11295,Lucas VIC 3350,0,"[-37.5485179, 143.7769865]",4,2,2,House,First Step Homes 4U,3350.0
11296,Alfredton Estate Ballarat Central VIC 3350,0,"[-37.5671987, 143.78883]",4,2,2,House,First Step Homes 4U,3350.0
11297,34 Clovedale Avenue Alfredton VIC 3350,410.00,"[-37.55611469999999, 143.7853598]",3,2,2,House,One Agency Ballarat,3350.0
11298,22 Offaly Street Alfredton VIC 3350,450,"[-37.5626448, 143.7943378]",4,2,2,House,Reventon Residential,3350.0
11299,11B Ryan Street Brown Hill VIC 3350,450,"[-37.55821540000001, 143.9041512]",4,2,2,House,Walker Real Estate International,3350.0
11300,9 Kilkenny Drive Alfredton VIC 3350,490,"[-37.5630731, 143.7938749]",4,2,2,House,Investate International,3350.0
11301,Shop 3/402 Main Road Golden Point VIC 3350,370,"[-37.5718777, 143.870409]",1,1,−,Studio,Westside Real Estate,3350.0
11302,4 Sunbeam Street Smythes Creek VIC 3351,440,"[-37.591998, 143.8011118]",4,2,2,House,Ray White Ballarat,3351.0
11303,68 Valiant Road Smythes Creek VIC 3351,420,"[-37.5928301, 143.7995213]",4,2,2,House,Ray White Ballarat,3351.0
11304,13 Plymouth Way Smythes Creek VIC 3351,480.00,"[-37.5968056, 143.7686027]",4,2,2,House,PRDnationwide Ballarat,3351.0
11305,6 Hotchkiss Way Smythes Creek VIC 3351,460.00,"[-37.5968056, 143.7686027]",4,2,2,House,Buxton Ballarat,3351.0
11306,Smythes Creek VIC 3351,0,"[-37.5691087, 143.8563224]",4,2,2,House,First Step Homes 4U,3351.0
11307,26 Yolanda Street Bonshaw VIC 3352,460,"[-37.597624, 143.8222335]",4,2,2,House,Linage ,3352.0
11308,30 Antoinette Avenue Bonshaw VIC 3352,420,"[-37.5967489, 143.8210094]",4,2,2,House,Linage ,3352.0
11309,384 Pryors Road Scotsburn VIC 3352,750,"[-37.7041363, 143.9354173]",4,3,4,House,Jellis Craig Ballarat,3352.0
11310,11 Pettett Close Miners Rest VIC 3352,550.00,"[-37.4952036, 143.803847]",4,2,2,House,Buxton Ballarat,3352.0
11311,18 Waterford Drive Miners Rest VIC 3352,555,"[-37.4997622, 143.8089361]",4,2,2,House,Barry Plant Ballarat,3352.0
11312,560 Ballarat-Daylesford Road Pootilla VIC 3352,480,"[-37.5321651, 143.9619792]",4,2,1,House,McGrath Ballarat,3352.0
11313,110 Webb Road Bonshaw VIC 3352,680,"[-37.599218, 143.8116754]",5,3,6,House,Dream Land Property Group,3352.0
11314,A Property Address Available on Application Scotsburn VIC 3352,390.00,"[-37.6754861, 143.9522656]",3,1,3,House,PRDnationwide Ballarat,3352.0
11315,71 Waterford Drive Miners Rest VIC 3352,430.00,"[-37.5044184, 143.8133462]",4,2,3,House,PRDnationwide Ballarat,3352.0
11316,14 Barleysheaf Drive Miners Rest VIC 3352,390,"[-37.5009311, 143.8038682]",3,2,2,House,McGrath Ballarat,3352.0
11317,5 Antoinette Ave Bonshaw VIC 3352,400.00,"[-37.5967489, 143.8210094]",3,2,2,House,PRDnationwide Ballarat,3352.0
11318,190 Bungaree-Wallace Road Bungaree VIC 3352,430,"[-37.5591151, 143.9893242]",4,2,1,House,Jellis Craig Ballarat,3352.0
11319,4/52 Hastings Street Wendouree VIC 3355,280,"[-37.5312504, 143.8261463]",2,1,−,Apartment / Unit / Flat,Doepel Lilley & Taylor,3355.0
11320,3/428-430 Gillies Street North Wendouree VIC 3355,320.00,"[-37.5297238, 143.824569]",2,1,1,Townhouse,PRDnationwide Ballarat,3355.0
11321,20 Regina Street Mitchell Park VIC 3355,390,"[-37.5220975, 143.8095086]",4,2,−,House,Harcourts Ballarat,3355.0
11322,1032 Grevillea Road Wendouree VIC 3355,340.00,"[-37.5278186, 143.835468]",3,1,1,House,Buxton Ballarat,3355.0
11323,22 Dover Street Wendouree VIC 3355,390,"[-37.5285698, 143.8256686]",4,2,1,House,Harcourts Ballarat,3355.0
11324,70 Faversham Avenue Lake Gardens VIC 3355,480.00,"[-37.5436411, 143.8106325]",4,2,2,House,Buxton Ballarat,3355.0
11325,1100 Howitt Street Wendouree VIC 3355,370.00,"[-37.5403212, 143.8345771]",3,2,1,House,Buxton Ballarat,3355.0
11326,5 Leonard Street Wendouree VIC 3355,375.00,"[-37.5328543, 143.8404742]",3,1,1,House,Buxton Ballarat,3355.0
11327,3 Oxford Street Wendouree VIC 3355,400,"[-37.5287191, 143.8341104]",3,1,4,House,Barry Plant Ballarat,3355.0
11328,18 Eton Street Wendouree VIC 3355,430.00,"[-37.531965, 143.8361044]",3,1,3,House,PRDnationwide Ballarat,3355.0
11329,4 Webbcona Parade Wendouree VIC 3355,380.00,"[-37.5279866, 143.8375892]",3,2,1,House,Buxton Ballarat,3355.0
11330,30 Langstaffe Drive Wendouree VIC 3355,400.00,"[-37.5205275, 143.8314802]",4,1,2,House,PRDnationwide Ballarat,3355.0
11331,526 Gillies Street North Wendouree VIC 3355,360.00,"[-37.5202527, 143.8261776]",3,2,2,House,Buxton Ballarat,3355.0
11332,2/13 Langstaffe Drive Wendouree VIC 3355,220,"[-37.52112109999999, 143.8323253]",2,1,1,House,Ray White Ballarat,3355.0
11333,59 Grandview Grove Wendouree VIC 3355,310.00,"[-37.52886350000001, 143.839456]",2,1,1,House,Buxton Ballarat,3355.0
11334,49 Faversham Avenue Lake Gardens VIC 3355,530,"[-37.54289929999999, 143.81182]",4,2,2,House,Ray White Ballarat,3355.0
11335,29 Cinnamon Drive Lake Gardens VIC 3355,450,"[-37.5410125, 143.8168035]",4,2,2,House,Ray White Ballarat,3355.0
11336,27 Ayrvale Avenue Lake Gardens VIC 3355,450,"[-37.5455982, 143.8159128]",3,2,2,Townhouse,Ray White Ballarat,3355.0
11337,1030A Grevillea Road Wendouree VIC 3355,170,"[-37.5278998, 143.8355953]",1,1,1,Apartment / Unit / Flat,Investors Choice Property Management Pty Ltd,3355.0
11338,7 Shirley Street Wendouree VIC 3355,370,"[-37.5349157, 143.8376741]",3,1,1,House,Harcourts Ballarat,3355.0
11339,2/521 Sutton Street Sebastopol VIC 3356,275,"[-37.5828005, 143.8273229]",2,1,1,Apartment / Unit / Flat,Doepel Lilley & Taylor,3356.0
11340,4/306 Rubicon Street Sebastopol VIC 3356,260.00,"[-37.5815588, 143.8364381]",2,1,1,House,PRDnationwide Ballarat,3356.0
11341,55 Presentation Boulevard Delacombe VIC 3356,450.00,"[-37.5700985, 143.7909436]",4,2,2,House,PRDnationwide Ballarat,3356.0
11342,80 Grant Street Sebastopol VIC 3356,450,"[-37.5950664, 143.8312447]",4,2,6,House,Harcourts Ballarat,3356.0
11343,509 Wiltshire Lane Delacombe VIC 3356,420,"[-37.5863003, 143.8077698]",3,2,4,House,McGrath Ballarat,3356.0
11344,351 Vickers Street Sebastopol VIC 3356,380,"[-37.5931216, 143.8276673]",4,2,2,House,Ray White Ballarat,3356.0
11345,5/6 Bala Street Sebastopol VIC 3356,185.00,"[-37.5894191, 143.8422562]",1,1,1,Apartment / Unit / Flat,Ballarat Real Estate,3356.0
11346,27 Ascot Gardens Drive Delacombe VIC 3356,430.00,"[-37.5944046, 143.8214056]",4,2,2,House,PRDnationwide Ballarat,3356.0
11347,141 Grant Street Sebastopol VIC 3356,375,"[-37.5988867, 143.8317771]",3,1,1,House,McGrath Ballarat,3356.0
11348,2/59 Grant Street Sebastopol VIC 3356,295,"[-37.5909455, 143.8314802]",2,1,1,House,West Edge Real Estate,3356.0
11349,44 Baudinette Drive Sebastopol VIC 3356,400,"[-37.5937031, 143.8277905]",4,2,2,House,McGrath Ballarat,3356.0
11350,6 Pozieres Place Sebastopol VIC 3356,340.00,"[-37.5944781, 143.8323301]",2,2,1,Townhouse,Ballarat Real Estate,3356.0
11351,1 Nanta Court Sebastopol VIC 3356,290.00,"[-37.5966939, 143.8451838]",3,2,1,House,Buxton Ballarat,3356.0
11352,160 Albert Street Sebastopol VIC 3356,390,"[-37.5950859, 143.8405803]",4,1,−,House,Harcourts Ballarat,3356.0
11353,108B Scott Street Buninyong VIC 3357,360,"[-37.6523103, 143.8902164]",2,1,1,House,Jellis Craig Ballarat,3357.0
11354,1/507 Warrenheip Street Buninyong VIC 3357,350,"[-37.6496933, 143.8843049]",3,1,1,Apartment / Unit / Flat,Barry Plant Ballarat,3357.0
11355,1005 Warrenheip Street Buninyong VIC 3357,350.00,"[-37.6557136, 143.8824885]",3,1,1,House,Buxton Ballarat,3357.0
11356,6 Blake Street Skipton VIC 3361,310.00,"[-37.6843178, 143.3665372]",3,1,1,House,PRDnationwide Ballarat,3361.0
11357,3/8 Penny Lane Creswick VIC 3363,300.00,"[-37.4454101, 143.8909249]",2,2,−,Apartment / Unit / Flat,Biggin & Scott Ballarat & Creswick,3363.0
11358,10 Caddy Drive Creswick VIC 3363,430.00,"[-37.43527479999999, 143.8935688]",4,1,2,House,PRDnationwide Ballarat,3363.0
11359,96 Pasco Street Creswick VIC 3363,320.00,"[-37.4095962, 143.8901051]",3,1,−,House,Buxton Ballarat,3363.0
11360,20 Jory Street Creswick VIC 3363,480.00,"[-37.4118593, 143.885545]",4,2,2,House,PRDnationwide Ballarat,3363.0
11361,7 Sturt Street Beaufort VIC 3373,370,"[-37.431682, 143.3790728]",3,1,1,House,Jellis Craig Ballarat,3373.0
11362,78 Main St Great Western VIC 3374,320,"[-37.1507024, 142.8517614]",2,1,−,House,Monaghan's Real Estate,3374.0
11363,7 Palmerston Street Ararat VIC 3377,270,"[-37.2810352, 142.9324747]",2,1,2,Apartment / Unit / Flat,Ray White Ararat,3377.0
11364,7 Flattely Street Ararat VIC 3377,380,"[-37.2885811, 142.934036]",3,1,2,House,Ararat Ballarat Real Estate,3377.0
11365,76 Rundell Street Ararat VIC 3377,320,"[-37.2874206, 142.9411775]",3,1,−,House,Ararat Ballarat Real Estate,3377.0
11366,2 Viewpoint Street Ararat VIC 3377,330,"[-37.2888053, 142.9272039]",3,3,1,House,Nutrien Harcourts Ararat,3377.0
11367,7 Gossip Avenue Ararat VIC 3377,400,"[-37.2872305, 142.919936]",3,1,2,Apartment / Unit / Flat,Ararat Ballarat Real Estate,3377.0
11368,28 Murphy Street Ararat VIC 3377,280.00,"[-37.2753983, 142.9426294]",2,1,3,House,Ararat Ballarat Real Estate,3377.0
11369,1/123 High Street Ararat VIC 3377,250,"[-37.283295, 142.940988]",2,1,1,Apartment / Unit / Flat,Ray White Ararat,3377.0
11370,3 Neylan Street Ararat VIC 3377,300,"[-37.292905, 142.9218811]",2,1,2,House,Ararat Ballarat Real Estate,3377.0
11371,3/14 View Point Street Ararat VIC 3377,290,"[-37.2870584, 142.9268197]",2,1,2,House,Ray White Ararat,3377.0
11372,45 King Street Ararat VIC 3377,310,"[-37.2835626, 142.9365922]",2,1,1,House,Ray White Ararat,3377.0
11373,40 Grano Street Ararat VIC 3377,350,"[-37.2786942, 142.9497984]",3,1,4,House,Ararat Ballarat Real Estate,3377.0
11374,7 Spalding Street Ararat VIC 3377,370,"[-37.2835934, 142.9178579]",3,1,1,House,Nutrien Harcourts Ararat,3377.0
11375,26 Church Street Stawell VIC 3380,315,"[-37.0533968, 142.7812014]",2,1,2,House,Ararat Ballarat Real Estate,3380.0
11376,66 Wimmera Street Stawell VIC 3380,380,"[-37.060821, 142.7841712]",3,1,1,House,Elders Real Estate Stawell,3380.0
11377,190 LAKE RD Stawell VIC 3380,280.00,"[-37.0564649, 142.76457920000001]",4,1,−,House,Monaghan's Real Estate,3380.0
11378,13 Mclaughlin St Stawell VIC 3380,400,"[-37.0673119, 142.7721461]",3,2,2,House,Monaghan's Real Estate,3380.0
11379,1 Sharpley Ave Stawell VIC 3380,280,"[-37.0634709, 142.7840876]",3,1,1,House,Monaghan's Real Estate,3380.0
11380,Unit 4/84 Patrick St Stawell VIC 3380,180,"[-37.0622856, 142.7885375]",2,1,1,Apartment / Unit / Flat,Monaghan's Real Estate,3380.0
11381,45 Darcy St Stawell VIC 3380,370,"[-37.0612721, 142.765183]",3,1,1,House,Monaghan's Real Estate,3380.0
